,보석십자수,미니어처,펀치 니들,3d펜,3d프린터,가죽공예,가방 만들기,양모펠트,프랑스 자수,스크래치 북,DIY,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐 세제,전자저울,산소포화도 측정기,소음 측정기,거리 측정기,온습도계,적외선 온도계,높이 측정기,타이머,유수분 측정기,weekly view
0,53.70798945309925,63.26860372675978,,,,,68.94117386444394,,63.286793512352844,,59.41004083819772,,49.46935252181336,54.33240833135646,54.46803475378515,,67.29076124099029,,,,,,,,,,,2643.0
