,보석십자수,미니어처,펀치 니들,3d펜,3d프린터,가죽공예,가방 만들기,양모펠트,프랑스 자수,스크래치 북,DIY,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐 세제,전자저울,산소포화도 측정기,소음 측정기,거리 측정기,온습도계,적외선 온도계,높이 측정기,타이머,유수분 측정기
0,2.914622712957729,,,,,3.1907222206087646,3.120867661218824,,,,3.0406394486035118,,2.8505012833001966,3.3720295300274366,2.90590518513068,,4.405569674582013,,,,,,,,,3.3259097263629274,
