,Post URL,Post,Image num,sticker num,gif num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date,Buddy num,Total visit,Blog category,Comment detail
0,https://blog.naver.com/aehee2021?Redirect=Log&logNo=222275414783,"​안녕하세요~  솔리스토리의 솔리입니다!  오늘은 제가 사용한 물건중에 처음 알아서 신기하고 편리하게 사용하고 있어서 좋은 소식을 함께 나누고자 해요~​중딩이 된 큰아이는 그 나이대에 맞게 귀찮이즘이 항상~ 베이스에 깔려 있습니다.  그래서 끈이 있는 운동화를 그닥 좋아 하지는 않는데,  이번 운동화는 본인이 사고 싶은 디자인을 사다 보니 어김없이 운동화 끈이 있는 것을 구입하게 되었어요.​그런데.. 그분의 귀차니즘 ==;;운동화끈이 풀려도 묶을줄 모르고 풀린 신발끈을 밟아서 넘어 질뻔한 사건이 있고 난 후 .. 좋은 방법이 없을까 고민이 되기 시작했어요.  ​두둥 ^^  그런데 묶지 않는 신발끈이 있다니!  정말 놀랍죠?? 저는 처음 알고는 신세계를 만난듯한 기쁨이!!​​주저 없이 주문했습니다~어떤 모양인지 사진으로는 봤지만 빨리 운동화에 장착하고 싶었거덩요~​​이런.. 우째 이런일이..​​운동화색이 흰색과 검정색이 들어가서 흰색을 주문한다고 했는데.. 이런~ 제가 클릭을 잘못했는지 브라운을 주문했더라구요. 흑흑흑... 그 사실을 물건이 도착하고 확인해 보고 나서야 알았답니다. ​​살짝 고민을 했어요.  반납을 할것이냐.. 그냥 쓸것이냐.. 고민끝에 그냥.. 신발에 끼워보기로 해요~​​무조건 끼우면 안되구요!자세히 보시면 아시겠지만 끝쪽에 보면 숫자가 써있어요.​숫자가 커질수록 실리콘끈의 길이는 깁니다.  즉~  작은 숫자를 앞으로 배치하고 큰 숫자를 뒤로 넣어서 끼워주시면 됩니다. ​​치렁치렁 하게 보이기만 하는 운동화끈 ㅠㅠ​​맨날 밟히고 풀리고 해서,  운동화끈이 진짜 지저분 하네요.​​이제~ 이 운동화 끈과는 굿바이 ^^​​​번호대로 하나씩~ 작은 숫자 부터 끼워봐용​​갈색이라 살짝 걱정했는데 비슷한 무채색이라 괜찮은듯 하네요! 다행다행~​​갈고리 모양을 구멍에 걸어서 끼워주기만 하면 되구요~끝쪽에 보이는 숫자를 잘 확인하면서 순서대로만 끼워주면 끝입니다. ​​아이가 직접 실리콘 끈을 끼우고 있어요.끼우는 방법이 그렇게 어렵진 않더라구요.​​짜잔~  드디어~ 끝까지 다 끼운 모습!제일 마지막에 끈은 일단 신어보고 끼우기로 해요!​​정말 자세히 봐도 운동화끈 같죠??모양 자체가 얼마나 디테일 한지!  처음엔 깜빡 속을뻔^^​​그리고 실리콘이라 쭉~쭉 늘어난답니다. ​​아이가 발 볼이 넓은 편이라 항상 신발 살때는 좀 힘들어 하고 운동화끈을 넉넉 하게 묶어서 잘 풀리긴 했었거든요.  ​그런데 이젠 신발끈 풀릴 걱정도 없고 그 끈을 밟아서 넘어질 일도 없겠네요~ 아우! 좋아라!​​실리콘 매듭끈을 맨 운동화를 신고 산책을 나가봤습니다.   깔끔하고 편리한 신세계를 만났네용~​​동영상을 찍어주니 신발 모델이라도 된 마냥~ 이리 저리 발을 움직이며 포즈를 잡아 주네요 ㅋㅋ​​운동화끈으로 고민 하시는 분들 많으실 거에요.  풀리지 않는 신발끈을 없을까.. 생각도 많이 했었구요.  실리콘 매듭끈을 판매 하는것 보니 저와 같은 고민을 하셨던 분들이 많이 있었나 봅니다!    너무 편리하고 깔끔해서 맘에 꼭 듭니다. ​아마~  다른 이뿐 색깔로 또 사서 기분전환겸 바꿔 가며,  끼울것 같습니다.​​​​​​​#운동화끈 안보이게묶는법 #운동화끈 안풀리게 묶는법 #매듭없는 운동화끈 #다이소신발끈 #다이소 구두끈 #실리콘 운동화끈 #신발끈 안보이게묶는법 ",18,0,0,367,2,2,62.8,3,suspect,2021. 3. 14. 21:55,238,134895,상품리뷰,"['이거 엄청 편하죠 저는 작은 사이즈로 아들운동화 해주었었어요혼자 끈 묶는게 힘든 나이라 정말 편하더라구요', '와 정말 어째 이런일이!!  신발 넘 깔끔해보이기도 하고 나중에 빨래할때도 좋을 것 같아요']"
