blogid,weekly view,2021 post num,5years post num,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
pcplay83,534.6,240,789,30.80180891612245,39.40432454644336,37.31110290433873,32.40056584310676,22.052340983601425,27.416987828700506,28.371521313169094,38.45663656436123,37.712569307358706,38.61816991383903,26.85112428438115,41.62270938229555,18.251455094007383,18.251455094007383,23.800700386748353,32.30396030165028,23.59147700528699,40.248223424543255,42.772427770730275,41.249138748383054,41.573111567861126,41.056189872026636,40.560989798025595,,40.80098065778898,43.18819063763864,23.59147700528699,30.1107715634753,30.1107715634753,37.901876853140244,25.15741107552369,37.02925029986454,41.755964399745864,37.74571022733564,31.261113802999034,31.767748903580014,30.267328233479425,15.541305985198091,32.52359567349326,33.45263788897843,37.95170306938815,29.56425995051024,41.23087202300132,30.267328233479425,30.267328233479425,31.261113802999034,37.23834966978333,33.788064076808524,32.303960301650285
milkstyle,8454.8,300,1121,30.27678158179737,39.52641633930357,37.481392095589825,31.496815139730785,27.02560656758762,24.86288318992361,25.326221903908724,38.670697838368596,37.96723169815818,39.1917750386474,35.58741980757757,41.10862503113059,28.420255909842204,32.691876949560566,24.88529524769255,43.662513868675674,32.22530629088564,40.39973514252943,42.79020559446669,41.0381204549019,42.22460278052359,41.47093485896369,40.701517455462714,,40.963708312832324,43.084655364449794,32.586246868356206,34.23207128400993,32.87105105135585,32.111205528421394,35.11645923298134,31.109419206821585,42.268796317266705,29.77492795910089,32.52424935061416,30.77294942672116,28.251875713213096,28.127788556605257,33.64941896421485,30.88238219546689,32.1112055284214,27.536715352749827,32.52424935061417,33.352583558495205,28.251875713213096,33.5682303863044,37.427725308915036,33.17446660949362,28.95399438152725
minjoo9318,653.8,360,2021,31.094595458754576,39.58502737741959,36.52928411486302,32.45902106794057,31.54448449683873,30.784046634886344,30.784046634886344,37.492913333574926,37.086241083593386,38.80989613247464,34.606336539427126,25.524716527557228,29.845457780248758,28.940625584629604,41.52816331510807,47.61787248167916,32.82049721847243,39.802155655236355,42.54802634056648,40.80599932224514,41.38946765847871,41.44550520735046,40.847105592023325,,40.773642981343784,42.85179883371194,32.80658799557803,34.77517719816022,33.81609404573738,45.47492730946362,44.3928379500465,34.11501607335694,42.070716017939105,32.93229776821857,45.98450939166541,34.09616846836687,34.45020759086333,27.42423201106852,32.2786944537884,33.20057739773006,36.53179388867402,34.3960667881937,47.61787248167915,37.23987213366695,34.45020759086333,37.61833069001227,35.76065371552212,37.22690475859226,35.26419871413698
rchohee,43.6,270,1076,33.15733138700125,39.415661287253286,38.550696337337435,32.28236172004304,27.308107130463046,37.19527175480065,37.19527175480065,40.10873181338086,39.14947049386424,39.47253084719026,34.782427145383274,42.837163518146205,41.7393145301476,41.7393145301476,24.348588205224047,44.31945329928532,31.380381707971004,39.30988504346458,41.95292021839084,40.56182205718484,41.53902936650239,40.36689037977,39.64491152392431,,40.421297476724575,43.0521050252913,34.057257349926566,34.70032108066764,33.713156998857905,32.6553803451951,35.00284768945476,38.1754336472265,41.444358736379264,35.776014877244485,38.62074090610607,31.57185336863103,32.86389447610404,27.892130770196825,32.05382041233238,31.69266567001796,29.56187830625054,36.03755292888885,44.01341171870506,32.86389447610404,30.487385262572253,35.92061068832887,36.559948286376176,32.330282953440424,34.588520521883254
stopwjd95,12.2,60,226,40.36955921000974,38.249979051747005,36.898288304144984,30.261886645812897,40.69884359774949,26.43405728057381,28.046566767832346,39.38226814970868,37.21104554200986,36.7303621984523,35.65054135411442,41.34730956202902,29.81385828881576,29.800902904979193,24.475046173123907,43.621692261129944,43.58806438974197,40.8336632932217,40.24564640064351,41.378246318801956,42.20505612630712,41.594655373968955,39.352265367708235,,40.188337828931424,43.24773392811713,33.902605809890225,34.50434138561538,33.20897894033439,40.69687578992104,34.40348478447595,35.72898942678721,41.09370561598219,45.03166547431064,22.51583273715532,33.048283861909105,32.67388134413414,51.79033783033452,32.644749864924776,34.500611931688624,38.126282511700076,37.451519019507465,41.797028270462604,36.4692254334479,44.12978163189122,30.055069862615056,44.92452614639416,40.269952590489545,30.755100063694982
tmfgml3015,76.8,180,375,29.72252405452398,39.382517408698924,37.01186919376817,31.306447834634536,26.61347618361901,28.714003568246667,28.714003568246667,38.26505210311853,37.473860685013896,39.0238667565699,36.00144518001071,41.080929252080175,32.22191342640593,32.22191342640593,24.4403442346998,42.714096589159865,31.193194936769963,40.5669980545725,43.025319803655236,41.18363753075424,42.22056585137331,41.545946910027446,40.76155265093876,,41.226970449167254,43.37533402772614,32.54297080409866,34.096275479900044,32.1199376398143,37.05763768101386,35.44093054767908,38.28533809099555,42.40863507261686,42.43483097645943,42.43483097645942,34.573033797881806,32.35708379939872,28.57907226887536,33.258418720697904,34.61372384936181,38.26781035564895,33.96807275509096,41.89387247952791,33.61877288516508,32.622220547576596,42.43483097645942,37.7884112408233,35.71423208377599,42.43483097645942
thrkfl61,389.6,120,845,35.55851354475658,39.89041867875621,38.86734062117265,31.10722913556779,25.2759435398512,25.95433099641612,27.953595007292957,39.454140518955974,38.961113621826456,38.833741004397,34.46653545376595,41.34937150378678,29.89410341268845,29.421600133736845,23.935614453296655,43.44434681055739,29.682186263872733,41.69414973788664,44.09858678727143,42.16614383853831,43.39149504318069,42.58714040949291,41.23079774424014,,41.920810156810106,44.3968440248791,33.531986073830815,34.26780428642761,32.92129444504583,34.916821520984875,35.00578922586983,36.014942113823174,41.46870926731778,34.41057799221033,31.41890142067506,33.87934288897065,29.710340441431576,26.827361479228284,42.4970473523974,33.98512104053666,38.548883943148496,15.707760637725066,42.796589897120036,31.037014527022738,11.922198322259568,12.442400480887358,35.766594966778705,15.707760637725066,32.41088815905785
sakurasake2,4597.6,720,1479,31.83880128671784,40.54203321788044,38.34523116618048,32.65091274511588,27.073395963913473,27.335136738135283,32.132701750111266,38.34523116618048,38.34523116618048,40.45622595922265,34.910310921621324,41.00664909481469,29.960294973189583,29.960294973189583,24.910346609281188,51.06385048924587,28.87959311574745,30.55161864788333,42.13112335171843,30.55161864788333,41.64544656886027,30.551618647883327,30.55161864788333,,30.55161864788333,42.733985390325444,34.210751834755584,37.29176371470822,34.19323857657797,27.61382529201588,39.89950130002956,26.473704580317587,41.39845962967949,30.563968805327697,28.51883669282264,31.112488259123555,30.98116004453958,32.79422185965977,36.58669589831084,34.44596119875101,32.27625694648995,28.043336912091554,51.06385048924586,24.13225655208122,29.496921560655423,35.464813941516,38.722237313459935,25.18402744081316,46.84500122276723
eastella,1654.8,150,1057,31.311544741937904,40.1158841282988,38.271520132350105,31.70744257203049,9.808540280587987,27.915518726047203,28.643251299123218,38.793620246519204,38.42149828403885,39.04209903341131,35.85305652669064,41.59912693510574,28.74723009467533,28.74723009467533,23.76246447065632,42.06027908755645,38.367712449471895,55.256379898945454,43.217115335384925,55.256379898945454,42.79956149788048,55.25637989894544,55.256379898945454,,55.256379898945454,43.74627339298842,32.56479729191687,34.008381473044146,31.907250671458787,37.607102578310304,39.62456040076871,43.06484975841457,41.9187971306029,43.06484975841457,34.71157046863925,43.5642914080697,32.86579557228028,24.478568795040083,38.367712449471895,38.367712449471895,43.56429140806969,29.893132213809512,40.82809496306978,33.862278473194436,32.49735625624131,35.864119430500075,47.61097949948272,51.1686662123446,34.583289922484916
ahapc1004,287.8,150,1898,29.53041343474804,29.53041343474804,29.53041343474804,28.60266504222936,28.941862547612626,29.507628628638454,28.863106761572688,43.18998732102463,29.530413434748016,29.53041343474804,35.47479946103638,34.928387459993196,29.800512661281562,34.41713155227372,23.053868873540356,30.308124370093942,23.186430216840485,41.888596001629566,46.3387389163166,43.09605943919868,43.2567703159348,42.63904058004354,41.61588820202187,,41.6562535583233,47.37231333585499,31.555000119212202,35.47479944724714,29.409586465728214,33.69686658204379,33.13913639835992,39.049238055659146,39.205934504682745,36.78308196917123,28.641515658934612,27.549584139709328,34.12972935954396,23.171128236036033,23.186430123463637,23.186430139268516,27.549584235726527,27.910060422311584,39.4419969964181,34.77212539598854,34.02690856684798,40.784675678133304,38.950212002767536,35.20381351692704,32.808479106939
yjiong,1126.2,180,1265,21.405293386209078,39.52975513124147,36.45673669038682,31.113227452166896,26.37109089192265,26.365403553804693,25.238058052507824,37.51942926140653,36.831243803150635,38.73729759149272,35.97911617667536,34.64971125476404,27.844398851857825,33.015371883342006,20.93655552247909,42.88025183158234,29.236250761579683,40.736302226305384,42.6443310607039,41.56177087336829,41.84927107713657,41.23032293915189,40.83408843391846,,41.20427530407412,43.227456334829,28.08963896190484,34.03617874913831,31.968120730443523,36.66031526554984,34.06332430977827,36.80519795001568,44.83419071844136,31.96847146201743,35.0584197221355,31.82239527351013,33.490545353138295,21.04304550186234,32.68894112356435,34.37353132105487,29.55806912848923,29.940308961632027,41.77505892354498,34.68715883658917,37.68335728765223,35.80769067338855,34.08672141853102,30.641392938569528,30.195559120088586
2biniru3,3084.0,210,378,39.64493265421416,39.64493265421416,39.64493265421416,30.79280902731953,26.77686017597535,24.644769596605464,28.514435011689734,39.64493265421413,39.64493265421416,39.64493265421416,34.55782512838763,41.55649928833221,27.65555247174581,27.65555247174581,24.792081588183347,43.358433758994465,29.054401352509327,41.00632873572288,43.69183129687179,42.10480869784837,43.117122770888194,42.749012500696246,41.21748319575202,,41.81859016540637,44.21418625234954,33.256094461940314,34.40089857682,32.782774146576884,34.88945296498197,35.14916418680944,32.85969279547395,41.35489026375924,34.41898326945626,32.69689466954416,34.52177293421435,31.571203615939197,30.07697609283406,29.054401352509327,29.054401352509327,34.52177293421434,13.827776235872909,42.246310261614894,33.07647677702453,31.932807621044347,34.08453881054549,37.48314188172313,32.09917614912276,32.60891011478432
skylove8349,935.2,240,277,36.53944367458469,32.986720745029054,32.986720745029075,31.072925997960116,27.34361622756754,27.62864561871249,29.89996282059854,32.986720745029075,32.986720745029075,32.986720745029075,34.53013933433076,41.32324375453398,30.376977670902647,30.385108017057675,24.611778518889594,43.788012617988144,30.86754129454132,40.07670526712883,42.21997526925061,41.9938050929169,41.11733416428198,41.60315589080162,40.30832577753697,,40.876985645525075,43.03484144670183,34.41109049645118,35.21266919854138,35.00712019042845,36.32706128337998,34.92028952312186,25.267159815912148,40.665213521894266,25.267159815912148,25.267159815912148,33.41052050523318,31.743962110934206,28.695623183036048,32.687908063326766,33.04279852841832,38.46463091585064,27.760210489170888,42.81242034078069,34.24595892518663,32.675048593854626,25.267159815912148,37.39296741578937,30.02185945166926,25.267159815912148
dldbrud260,719.0,600,2743,29.507285147751944,40.3101598472207,37.8585696152638,31.138217912954946,27.502270250885523,30.775401139108137,30.775401139108137,38.76943959538244,38.179103895293025,39.58559147790419,35.68840314757581,41.605260787434695,34.535146198277374,34.535146198277374,25.00452128036767,43.531199432947396,31.18468641541284,40.943064025357664,43.098235618351026,41.76335429343389,42.704858208082825,41.50202700519009,41.04964203048381,,41.63294374173734,43.97741592435779,32.32865463872861,34.112830816945596,32.68864391993257,36.5352247331304,35.937450135989614,41.03386818547751,42.470029547882476,35.71844131988403,34.90263506316688,34.018320086737226,32.78149737630057,29.615494390110463,32.850566345928094,34.21503864315319,38.22371221560475,34.535146198277374,42.339791244440015,34.249102911158204,33.00582971170623,36.12418272363069,37.473109683818336,34.12716756106204,34.82612269102646
my151515,52.2,60,381,31.200729683660295,38.65041889974999,37.02483399418629,31.68502695575787,25.99867151965775,27.438707481649192,28.574246741065323,38.41722406184549,37.661236212296544,38.98134470856825,35.097184704447876,41.63845631279539,29.497648036552103,29.900272726227712,24.34018071890977,43.451778979905505,31.13671962862979,40.38789807618006,43.07984091564769,40.962414149992156,42.20715281935078,41.004296316650304,40.36107219849274,,40.85155632957826,43.17649995600655,32.93916224198324,34.060919863574604,32.3460031028178,34.981984653260426,35.02786146237386,36.90327025140001,42.2481981776909,36.36894799169592,33.16963553700678,34.740321495754735,31.827147311292716,29.19502638456656,32.834512060300014,34.70737961660244,37.85389026488173,27.916408159139177,42.198727504713816,33.217761702809106,32.34283598119324,33.169635537006776,36.44419238740339,27.916408159139177,33.169635537006776
alswjd4123,2739.4,330,565,31.206490851139005,39.50855397523867,37.881356376796354,30.727757702434065,36.98815574145508,28.239815209974484,28.38794901194678,39.413867217326114,38.34154768004865,38.90444114200341,36.05062989004134,41.57319308292599,42.78122297573548,42.7812229757355,29.888259595737708,44.661527758392154,38.37067990245088,41.175285506955916,43.03359193697542,40.91883961988558,44.07318129344033,41.903629632279575,40.794308720242555,,41.3669154030373,43.6532887503054,34.708019377652015,34.96040468578961,33.284273532888,33.00474413501938,31.037357845141425,36.00576439271746,41.93030712645668,38.74159813400625,38.741598134006246,33.45730672954126,32.51149403473776,43.9484778319684,32.715660098501424,36.98815574145508,38.3545662824358,31.82163565900551,42.815806506476086,33.69825980577302,38.70289228075483,38.741598134006246,37.47917965321901,32.60591347286959,38.741598134006246
fksal1257,2778.8,150,189,41.14623802391348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joy23654,119.4,0,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sei-ah,1033.6,150,531,31.42296314722769,39.52397419782702,36.70885564795467,31.499909886089803,27.763262529889662,27.841878531223077,28.78829759090225,39.135254713681874,37.114312828330306,37.49427146210756,37.28601339568372,41.4319314925273,30.007195750355322,30.016734849378576,24.643360316586797,43.830431768124306,33.801014477242326,41.55945703886327,42.908798052859616,39.75670569841852,44.07819639660477,41.81011320692769,41.75813361168121,,41.56583068664089,42.01703136100019,34.94560081272128,34.19718274617051,32.27640167519575,34.56420016923877,34.657268411579544,37.755999969904444,41.94828266306561,36.42487823751728,34.81180834220584,28.44779271954641,28.44779271954641,29.43109733137994,35.92012427000191,36.944129849134896,38.88923277491701,28.895005586437566,41.34851917412647,31.85491663845471,28.44779271954641,33.80101447724233,38.117908613422166,33.9217718136908,37.90329969094671
vividjiny,750.6,240,1644,13.203204394599284,39.88263626786296,36.616798297571954,32.33061976117442,27.33400487564338,27.29146140483438,18.19430760322292,38.02571246833876,37.209456690929244,39.41420540242786,35.37639115489668,42.74524171719553,29.58802448353875,29.58802448353875,24.35516103986856,50.00102243649948,28.378232968121036,40.48510721845768,42.67126753472008,41.142141653972544,42.412928286371944,41.27897200926325,40.80376572588436,,41.10904783481845,43.16146287450197,33.270366650235104,36.5155838490569,36.5155838490569,36.2851070880536,35.43374541874655,35.39903013113332,41.90673057158162,34.84776528550646,35.123397708319885,33.718365176885655,32.19012627474004,28.65306887957475,28.378232968121036,28.378232968121036,33.71836517688565,28.97214438333575,50.00102243649947,33.349127547746015,32.30794289029913,36.330363179371574,37.32024736593564,27.644649627488057,32.36768491787859
lovely_nammi,5543.2,90,197,29.50728515942525,40.31015976881348,37.85856927155578,31.13821801770943,27.502270272737338,31.14743023095889,31.14743023095889,38.769439547722335,38.17910362697331,39.58559097960687,35.68840311535152,41.60526078980429,34.952625048317486,34.952625048317486,25.004521260705953,43.531199329522266,31.184686340880425,40.94306395852854,43.09823561789959,41.76335419273464,42.704858207578575,41.50202690352423,41.04964193863979,,41.632943670710674,43.97741592380008,32.32865458094265,34.11283084203884,32.6886439194034,36.535224769039495,35.93745015072745,41.52990697461185,42.47002957945351,35.7184412622902,34.90263496878251,34.018319980897836,32.781497285589126,29.615494454138616,32.850566327050224,34.215038592808966,38.22371223056838,34.952625048317486,42.33979126204914,34.24910285099584,33.00582961957173,36.1241826176893,37.47310965854994,34.127167615619804,34.826122659606106
mijeongchoi,351.6,0,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maymay123,512.8,570,635,29.880622082641345,50.25990485721958,49.48680453403146,32.095335822680134,25.294529363071664,50.96000492274695,42.78207453074111,49.48680453403146,49.48680453403146,50.25990485721962,35.21355739880338,59.00302499018424,27.843659571638817,38.72711650891297,29.075866680578397,63.93626808201655,45.80684806012993,48.42802828084301,48.42802828084301,48.42802828084301,48.42802828084301,41.1041679479136,40.80417358598094,,48.428028280842994,48.42802828084301,46.69244836162402,34.190973448475,33.14929190372968,56.19535912022036,47.30580802869061,45.19545584916599,42.03855622373427,52.21240384093826,49.80850779481514,34.0073171448403,33.12196158242405,29.223755784879277,32.8677105797004,44.92124775863584,38.220347642230635,29.876921604330736,43.5720991091522,49.542115362544514,51.458255538668105,49.71032377215463,37.62347533502052,47.2702827849709,63.93626808201656
pajama229,5744.8,420,616,31.164735262352874,40.15621882521044,38.72884397288443,31.51666990408494,32.331538040496895,27.70454453832244,28.62048871884443,39.80590103309006,38.86214057822494,39.77003245364101,35.380828486146214,41.58233012940874,28.70578791809379,29.002987729978123,23.66828080162704,41.74156875206691,38.31444146090799,40.83541752066538,42.484705972593,41.82166927944472,41.84623540707443,41.65307824331013,41.02511847603782,,41.29775071392545,43.239045556340834,32.017532988733876,33.82444155459045,31.54323732989209,38.41559154174588,35.23138495367674,38.78592767968774,41.44120465813879,35.55873286009232,38.78592767968774,41.34447194187469,33.00413036297441,25.903657387052707,41.23628541109961,33.66914964123744,45.52434008765001,29.036557925939647,40.583950294258536,33.1642445015613,37.16460379609935,35.78866621808553,37.16460379609935,38.41559154174588,36.477302393697535
783s,84.0,60,1711,8.155410427733683,12.233115641600524,12.233115641600524,31.329383481176873,4.838094985144906,27.21954759687654,28.09180212582939,39.717143476932534,24.46623128320103,24.466231283201047,35.05262519992077,41.45321236467111,29.43260714211713,29.787545099736327,23.835346325213443,42.37176248215702,19.602840286839108,40.287792332357604,42.20945115292193,41.34511189843539,41.67428059694398,40.67048663594169,40.07832536747719,,40.60590590220747,43.0180559776787,33.574491256646574,33.777137600032056,31.686325248653606,34.838517683577024,34.954585850099484,36.5280966361938,41.40636247642086,34.45291948511397,33.501249485432325,27.098095989206428,32.251424180269346,26.36298755788705,33.16214535091067,34.171572594974286,38.55698778552938,28.282662477668215,40.52208469086833,32.400812833010335,9.032698663068809,34.603580877236496,31.618799409186696,5.748513434674801,33.128350519497985
lejizzang,149.6,90,762,31.454448738135948,39.75310982743372,37.84374614445424,31.26449273211201,26.822624413033555,27.82763444311968,28.911436641825144,39.12493848559922,38.20156795742062,38.99677281032253,35.65311859565032,41.467528771507624,29.969769347144307,30.271819758426087,24.526271242716916,43.11584358807677,30.909825460016847,40.74775380562203,42.427304442409756,41.67915141526905,42.22109926538432,41.36642615073095,40.59405089701282,,41.193951831063984,43.44482643961083,33.03643174491903,34.303800318758746,32.657865809787396,35.867538925862775,35.08889718248504,37.128953282839,41.581268913288234,35.31713227096814,34.15529980684417,33.99265488809347,32.33613670922854,29.15610829399397,32.52946462066368,33.615667323542226,38.149386196787496,29.151245104306533,41.99384046176227,33.767889440545,32.70280226272609,35.345590592627175,37.356917107995244,33.030948162511386,34.37133195554329
thy03,85.4,120,763,22.001635270668707,39.61429463775721,37.06205355377079,31.265166427162956,16.219855476214747,25.09355741584293,25.09355741584293,38.196430795379676,37.326700495826955,39.06341330163157,36.2453291814844,35.61503668772264,26.85285015530293,26.85285015530293,20.137022973938773,42.62725961682695,35.06816681336984,40.4392106625079,42.184035946164656,41.2479444023091,41.639911839404036,40.91994578287147,40.331644083913616,,40.78367126972579,42.85006304634916,32.61854256195508,34.024696351998664,31.94178112488537,36.96274847854958,32.762502096310016,30.08226276566537,42.121039715503876,36.5669072957252,33.32458503069528,29.514260325911145,29.514260325911145,26.312524632158432,33.97852480787973,33.91582485948776,38.5119600845684,28.487967335346887,41.13038488639596,33.81083317048663,29.514260325911145,33.068820873982446,37.3117595155847,29.088341575368613,33.068820873982446
cheesenabee,387.6,360,1565,30.73518356932245,40.57443165431348,37.34879002495831,31.615948912558316,26.55471050336335,34.98877345437775,34.98877345437775,38.53066073880961,37.89836281190564,40.01205276813673,35.66519408987663,49.75242417024394,41.67286141975708,41.67286141975708,24.905351388465238,43.078118530435916,16.03732361555607,41.05319588830552,43.188120308514264,41.29715558811981,42.82847385625259,41.36449203049953,41.04201430383616,,41.73036960848484,43.75323463077482,33.65572437381261,33.99412972822481,32.494456173461195,37.12134840206615,35.538339773151314,41.75686560572856,41.81339517628545,41.07386799657641,41.60674640654721,36.05217134457649,37.12134840206615,29.63086068280468,32.07464723111214,32.07464723111214,38.11035977727514,29.94698472890791,42.17842500121476,37.12134840206615,30.339324914689005,36.150600291857955,36.99576155192191,35.914263089016266,34.760356578403254
aidma7,3253.0,180,620,54.77949677589172,30.318482969490937,30.31848296949096,32.000476295153966,19.3940682723636,34.34177057226195,34.34177057226195,30.31848296949096,30.31848296949096,30.31848296949096,34.07178547522904,42.08011313633401,33.478816422706494,33.478816422706494,24.0778223290226,41.30506173728819,31.296724642939324,41.66720883973234,43.727821224649844,42.127473287295196,42.58224699020965,42.507427754261975,42.37343068766088,,42.52970096699951,43.70446377634559,31.72569758333941,33.325916488055825,31.09090323447365,37.02313946428599,39.17409765833351,37.30858300049922,41.830170477958205,37.30858300049922,37.30858300049922,37.18605001010871,32.764816371207445,24.200289790332477,31.296724642939324,31.296724642939324,37.1860500101087,35.65101271264022,40.273694202095975,32.764816371207445,32.764816371207445,35.84707020651459,36.66444460017899,44.329202147862766,33.86385533759344
stella7789,465.6,210,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patent0104,712.6,210,1627,48.6752828055038,40.02622023122878,38.71871525609978,31.64856679643631,28.596005305264857,27.579195257323207,27.27485925901793,38.71871525609978,38.71871525609978,40.93010754084257,35.605692055133126,41.88898335575116,28.204826032386713,27.192052895888725,23.037144808097302,42.262025816436754,28.95104109161588,47.13867547695634,47.13867547695634,47.13867547695634,47.13867547695634,43.32419935952082,42.970033199891496,,47.13867547695633,47.13867547695634,33.075513480352804,34.66134658166083,32.82576073136638,43.40473536953595,37.48682052216446,21.743822948583023,41.435113355758475,22.410728897466864,32.913537739968454,34.39896264417626,32.65500066961308,23.154319052591784,28.95104109161588,32.62182031065592,34.39896264417625,33.73181511967715,41.39774925550111,34.23295322123114,32.853146992842944,34.22158816846948,36.47900598537949,39.94187067745773,24.045806946004117
phj5328,1866.2,360,1261,41.47479289558035,39.92033225299282,38.60584790651549,31.559101826858278,27.795465758685793,26.564821625958075,28.52505896753394,39.11951791583749,38.83319265908463,39.18454463367435,35.37131087461167,41.06582332204697,29.832632185314843,29.939274275058324,24.467252582434426,44.12906026907066,31.86427096789049,40.926851792477265,42.952082833822516,41.34278043580369,42.486892905967494,42.166538275606975,41.02783974585225,,41.31536809990513,43.216319401246274,35.98499439390332,34.709939394458,32.87158827624581,40.06240767240011,34.85802281541663,36.3426561996356,41.870894784768765,34.50136812458991,32.20349346643143,33.87926314833645,40.06240767240011,29.92205346568972,32.50466505207791,33.717667765507606,38.286534435500116,20.031203836200056,42.28729320182191,40.06240767240011,40.06240767240011,33.81714499857072,37.651426625157335,31.971592514002257,32.730847421148745
bigstar1001,597.0,120,490,30.920354507958507,40.703285609356755,37.41100168714697,31.13480962432501,36.18339809133845,29.327223340615667,29.327223340615667,38.35823737104978,37.98835295139548,39.687948427339826,36.068650604942775,41.43773108797471,32.91004855077726,32.91004855077726,25.069388447593177,42.88072261311301,27.6685052834248,41.078504479268695,43.09482851705037,41.990578513670975,42.66836545932457,41.465037084828595,40.62113534849172,,41.46949826811335,44.02355670383611,33.353482908792834,34.488674900458136,33.54503160850845,42.9922832600228,35.48993697100394,39.10296445415422,41.98836156130464,36.18339809133845,28.075757074412618,32.87508302906425,31.859058978436384,29.7370649901587,27.6685052834248,27.6685052834248,42.99228326002281,28.269659576275476,42.24656074044098,33.79330681795305,31.52871743879091,34.0529393509156,37.80929104044683,33.31077693089824,30.64255348305862
kimhyojung5,267.4,120,507,30.026319371178385,40.115234826274026,37.357610542768455,31.373708795005133,36.76655920691928,24.64594214476919,24.64594214476919,38.171156285041846,37.70276834784876,39.072180234144,36.32005846907492,40.81893295343373,27.6568682668536,27.6568682668536,24.745507991161087,43.23333549988442,35.39888516703553,43.12323938207407,43.074106984079044,43.12323938207407,42.615981766440804,43.12323938207406,43.12323938207407,,43.12323938207407,43.59787414181141,33.09026635932246,34.69682964488975,33.09008464361948,45.31022082314574,35.0629038206861,32.86125619302558,41.96119580426074,38.13423324680304,34.3292603824056,34.60935455474631,42.060143006704415,28.74279951819289,32.94497952432286,35.39888516703553,45.31022082314575,27.6568682668536,42.1019361012371,42.06014300670442,42.06014300670442,35.91222896476562,37.84016907999299,45.31022082314575,38.13423324680304
apilune0,133.0,60,580,30.92487249341826,39.04215633652367,37.12357882040614,24.200506557785147,26.211205289742903,28.0061341261568,28.884323681360726,39.38729413437609,37.976776550016574,38.56743886359085,35.113785496609424,29.55265416896612,30.382990212975145,30.545047309634082,23.553644310651602,25.643483194520957,30.625717007349834,41.225891281040724,42.74151202135381,41.55170372319349,42.276116349001484,41.70883845620214,41.4072296546049,,41.70337603009002,42.805545659855156,31.526575096972806,33.93312853271839,19.7515043418428,14.782960967121126,35.46595758610583,37.80067298054325,40.75302753098256,17.149391783431827,34.298783566863655,34.557745905739345,31.767809536194896,30.429910850716507,31.664386532348427,32.934161789896585,37.348631708060765,29.10301043445084,25.643483194520957,33.20337331665,32.75948070812296,34.298783566863655,36.63156226500928,32.07696658045817,17.149391783431827
tata0624,938.0,150,541,31.33555810233887,39.67630858790936,38.26678714123998,31.781590840262727,27.55864151522268,28.38042185406436,29.098476719165678,39.735575976216914,38.8266350599359,39.42725693480935,35.31703469873768,41.3985209810223,29.24505144321013,29.777860367718205,24.06868196726811,41.844063514941105,29.79415715800257,40.724300952501665,43.090399571891886,41.311986258157866,42.2266583241185,41.88943299097527,41.65188820010785,,41.89220788233687,43.68862967460612,32.64571011436214,33.95343747396165,31.70157495121774,32.74454542088727,35.47726870332945,37.88861609537496,42.1224832714873,46.09852161165252,46.09852161165252,35.40073380606858,31.969434309228486,26.443263209372677,29.79415715800257,32.37350068841204,35.40073380606857,39.09497266148894,41.05078537428985,33.28092196131357,31.414258598181185,36.30842662354767,32.74454542088726,36.97816358128839,37.56407434241443
flightjh,3194.8,300,633,28.35924789190205,39.56617832849356,37.20788567249367,31.820950300032717,34.1164235868131,30.30273298562709,30.30273298562709,38.488831842844114,37.55815046600997,39.370952280904824,35.468562708744905,45.90639021513125,30.333985811235568,30.441312161648813,24.115670025667292,46.71583694974713,41.14484328887372,40.60102880463522,42.64548505890711,41.13872326990863,42.36561544711795,41.23072514000177,40.60176080119491,,40.88917167710129,42.91177245112343,32.648586310749295,34.1164235868131,34.1164235868131,35.57485682431492,34.907115279815166,41.33997897526064,41.68728119909255,36.036662050904646,38.32280457633998,48.88735858636636,32.63284341588884,28.742656959188704,41.14484328887372,41.14484328887372,38.62199040085334,31.96248424658249,46.71583694974712,33.34790326524697,32.969395261743166,38.56648186750175,48.887358586366375,31.291408350659456,38.56648186750175
