,weekly view,2021 post num,5years post num,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
gomzzu,321.2,30.0,301.0,32.76532115614439,27.90821537664378,29.91119130563564,25.50000599119318,25.547591478476985,31.610675539922667,31.610675539922667,30.15492301530888,29.86815096375771,27.837822534443923,28.086603872093534,34.78127893937961,35.472463746712236,35.472463746712236,21.13064916696109,34.86630158299302,32.26315656026129,31.98578838632896,32.22234081173988,32.863319586347586,31.443489943599012,31.861614088937856,31.904574818550127,,31.86306012324439,33.26005649878461,32.175793610029466,26.106087243925277,25.545353696132917,31.838535051824955,28.956275065520607,42.14756738656355,34.59772308175295,30.359343080754734,30.545209428289212,27.15349241729231,27.15349241729231,22.66465082904378,21.753395349193767,23.594260843709872,27.643029989680926,35.472463746712236,33.036824268110095,28.224352416732586,27.15349241729231,32.263156560261294,32.65526875105374,29.181162748964997,28.694049965157102
fjtn78,78.6,30.0,339.0,32.57644700465063,30.795424804857696,32.00289791988093,29.112398355170996,29.01010368458838,28.004623775054867,34.44154586094941,32.17127774655804,32.004698412657994,31.079866611777764,28.353031067175685,52.17638437612239,26.545789168675544,32.67346645781924,19.31650151848745,34.867356256579136,27.255594723704075,33.94678336622814,34.13825324599041,34.381254956124494,34.22462534320094,33.65297226118579,33.89209602195453,,33.97107314157724,34.64580856794611,31.251702107679314,25.4438381564703,25.731033978677267,34.46913946175252,23.704279587045328,32.476715311579824,36.06018151295485,33.23235732703431,35.74929325345344,28.344301822238176,29.54700635701472,32.23261536555973,25.063338224058445,27.478902208648744,29.927193674694866,30.07000328018394,32.59476065425303,31.109604218305368,30.51867941514929,35.74929325345344,34.46913946175251,31.560707191781177,33.50289673049841
leehaksoon,3821.0,90.0,1463.0,20.20848535421497,27.179885724211495,20.20848535421497,27.95367038155045,25.580386838703266,16.477047121151678,21.991164262768454,20.20848535421497,20.20848535421497,27.040680425942607,21.094988982259878,34.321825613205164,21.07337618000473,23.017439497729576,19.943762747870657,29.290691803681113,29.3685898774667,34.66884989735499,34.47404606582254,35.31749080295028,34.735109359047385,34.063953117725944,34.27234344152067,,34.50520983401864,35.72359853427424,36.32875008676078,21.03988985859863,21.668222475130193,33.130101236180394,18.109325571996337,24.262260432860216,36.2535526494127,27.505373689749646,24.34106290473686,27.534612786531795,30.971813410450423,17.944201471485478,27.01819081670787,29.356826230430062,23.41741937951849,25.767991987721835,29.215244221361036,32.181923266029166,32.15530568793455,40.96711856642332,30.468434889513205,23.373177657275086,24.31317355757101
silpid59,120.2,30.0,372.0,33.33570944378663,30.161983361787364,32.497128694341704,26.935191790962357,21.849970915748955,23.697528813736696,24.44406891299595,32.48798617635888,32.4995607327544,30.519968168738817,29.289793328075625,34.503193847118034,20.84051332011799,20.84051332011799,17.65611169810676,34.20327870709629,27.827778845705375,35.55631289859556,34.777135845152635,36.42818876583639,35.13137399626767,34.97031027868147,35.07341175205154,,35.37717033260676,36.30932592605813,32.2704824766,25.293366682172056,25.32192854476805,32.452178398066444,28.726112954757227,31.764630450990477,35.467534507674,29.333584472893165,29.88477008901877,29.740169968247613,35.025554536419136,17.745916296991286,26.177160940624475,27.827778845705375,31.10310190495716,26.269788668815394,32.33381868749409,35.02555453641914,35.02555453641914,30.68115611981632,32.76277688178257,29.67796949079341,26.17716094062447
threecolor_cat,1241.0,90.0,655.0,32.31655749065092,30.56818591343095,31.57588635440119,27.577524749010347,27.02438941049374,19.638761674655544,19.638761674655544,31.81391791021852,31.50999570286435,30.747992541895634,32.54947514928905,34.640870062133956,20.787583775202194,20.787583775202194,20.51305137895107,44.57020443554863,35.19153242842345,34.828711380847885,34.76521744147448,35.28767213949159,34.98963143055733,34.223336352150746,34.35679411961106,,34.750343231813154,35.63475480810815,38.52622819590266,32.549475149289044,32.549475149289044,32.56452232153169,26.92964447235477,26.18501556620739,34.49265738520442,22.667709659285304,22.667709659285304,19.07772047044247,32.52163803942318,16.63612537717185,26.272099338568346,35.19153242842345,31.381083559517833,20.557847486137874,44.570204435548625,33.801805626926765,41.813771241104945,22.667709659285304,34.27506514265964,28.180047291497747,29.685764051225917
yu_jin0415,156.2,30.0,169.0,32.587416947367345,29.653344288875825,32.04116910725253,25.70795283728726,25.0779335734622,23.961077488785776,24.88414054091386,32.318297652628594,32.093545791084026,29.940912085713578,28.892313903833188,35.01056411272255,26.195633113714205,26.512241622172816,20.21590704635014,34.81369122616498,28.38068293561187,34.345460918432984,34.27176553883756,34.65191612718489,34.353161562611504,35.238659605647584,35.35984459244481,,34.461278287390485,34.24468547233066,33.44168828780156,25.69407466970554,25.672079694620546,31.343160200436138,28.24823218191394,32.186224209790254,37.27610614292176,23.861957455583063,23.86195745558306,29.301200201661477,29.15371739529162,23.345345154354792,25.598752421631662,28.356594047171356,30.430166537132166,20.08282976347057,32.78917785199664,30.280669879206446,30.879788180969676,23.86195745558306,32.10192386711005,20.08282976347057,23.86195745558306
base02014,523.6,60.0,820.0,30.46327440291902,29.333229014066347,30.673870242440024,24.484514229959373,17.927316774525806,26.18995624645654,27.032835396845005,31.388397196555623,30.728966515017735,29.029682305960396,26.403109330671764,34.97339330265474,26.27101921156265,26.27101921156265,22.256843797350033,32.66807496698023,26.951018233485314,33.34986979363766,33.28447095625442,33.646363206508575,33.343706439958844,34.461778351079055,34.416616527590534,,33.5508804797744,33.413353635262744,32.6882139664326,24.65006587481321,24.324165252098382,29.61679526116079,36.21140485918095,33.16011060706087,33.939604150704206,19.670033535766464,19.67003353576646,27.843789626112443,27.32340102882989,22.37004918276175,24.2939715858429,26.419462690934516,29.02817554443025,16.55480006935175,31.198275204157923,28.966838876186593,29.826382165275362,19.67003353576646,30.99106052623492,16.55480006935175,19.67003353576646
fairyasrai,232.4,30.0,605.0,32.33353739874879,28.792443801459484,30.150101672642098,26.13497252589958,33.87074890013416,23.87492664453083,24.96825001825548,30.18638532457632,30.02899573541815,28.678417329733477,29.13480352380677,33.99499995811695,36.16874093242073,36.16874093242075,22.966359456066733,34.52985265067102,20.058446385543917,33.75529208855078,33.596755824147294,34.858817003197395,33.24868415016886,33.246304081804574,33.37169610745901,,33.76731768290665,35.24481866353201,26.184602476136927,26.149008688439718,25.542687774272746,40.24444656269729,26.240066950971904,30.440531471776804,35.67076412056996,33.87074890013415,30.07409543139026,23.832985685490808,30.17276839208282,23.692208338965845,20.058446385543917,20.058446385543917,40.2444465626973,26.240066950971908,32.89260729485689,32.23574866621695,31.382420895451045,29.375629638770274,34.94581848347307,40.2444465626973,26.964597642839035
lkjta55,184.2,30.0,425.0,31.412418110212702,30.54309584736164,30.543095847361663,23.465873557025173,24.192360378213838,28.020732891249327,28.020732891249327,30.543095847361663,30.543095847361663,27.139390588224817,34.0478679074126,28.655550839301092,37.36602809162448,37.36602809162448,19.888713511494572,24.865047050461456,26.938144946442254,34.393619108942765,33.70937121022493,35.27967074136275,34.07358151968074,34.09277738776319,34.09128867591705,,34.30062393911636,35.100275718143216,26.682701598656212,23.316281731346162,19.151925697919584,31.57208273826797,28.711301701648956,44.39745708686326,35.13915298615998,29.809088724270836,29.98495214773433,28.63230549026053,32.00536732404188,21.284712246417513,24.7488746297479,26.963916273209986,29.69464971821987,31.45593757106001,24.865047050461456,32.00536732404188,32.00536732404188,29.65158529152176,33.3585890249669,32.00536732404188,28.391214930407727
bolgorog,541.0,30.0,567.0,31.41361821499869,27.790861939878212,30.682068427367323,25.653655594082828,25.51952937450922,31.94859850513294,31.94859850513294,31.19233960785878,30.779303566683357,28.13698980482755,27.545119354369838,36.22400971821406,35.85166981959303,35.85166981959303,20.480894322160452,34.38414332793728,34.29999965112818,32.3928823879068,32.9797169396817,32.88885861856888,33.04916575640825,32.95160808577597,32.866003266671136,,32.520197462153135,33.145888695024645,31.989418626923772,25.806204635189367,25.376190626741764,29.147926285300933,28.16750823131998,42.59813134017725,33.66459041175693,29.87706244165381,29.877062441653806,28.867751321865548,30.12102876894593,25.220978219476503,24.307426978684294,26.952997318746093,29.57459308410725,28.567665226956702,32.49361362996819,31.374306216026312,30.12102876894593,27.948707481796895,30.896992684311357,26.13966369607793,26.625405868333587
rizotto1,25.2,30.0,1500.0,19.775266925246942,24.979622624000204,19.775266925246942,25.722929501681982,25.95281040320807,21.51972974077905,21.519729740779038,19.775266925246942,19.775266925246942,24.155699648490955,28.266951267057806,34.63405399617099,26.238193457951365,26.722531204619777,20.04613112105382,34.187109596380274,23.867802330083038,35.73017299811563,35.56627350606286,36.39485571240867,35.877946306097414,35.46131956510479,35.479844000660016,,35.47720414293736,36.232360344654765,37.33544863372796,25.529420658811024,25.356193680293273,31.276547971960373,28.638613469501543,31.95505012275457,35.5075393710445,27.70515812690335,28.250339790746704,30.799055665617317,19.843152100425918,25.087076761727403,27.486935407281067,23.867802330083038,32.717636056417135,19.843152100425918,32.08753545150787,24.101163550243765,24.101163550243765,29.05892639042245,32.48144987736061,19.843152100425918,28.45813728262178
nagi_729,816.4,60.0,805.0,30.260430152300042,28.4046653607687,30.06176804359304,25.82656179921076,25.778153431245077,29.9691945369186,29.9691945369186,30.311746629431187,30.213217471674113,28.92014655917815,27.16711830981496,35.55660293807361,33.63044758048256,33.63044758048256,21.138303077692225,34.050727383815506,36.124628239373294,33.478812498796835,34.31318515921136,33.6059041979708,34.31350583931141,34.79492673705895,34.71869138075816,,33.71135447430943,34.05898956477091,32.435088661852056,25.55466581530459,25.372067620683726,29.443018661984183,27.430119463909616,35.396633793675605,34.9291519186373,35.396633793675605,29.723367700488062,30.40340510833706,30.40340510833706,25.131468679019957,26.486382353944492,28.9135016376215,31.526934277641125,26.935812121534667,32.17407834445354,27.977252916568947,30.40340510833706,29.723367700488062,31.425832129935557,20.24117666258677,29.723367700488062
marilyn1,119.2,30.0,904.0,32.50429382456109,30.09373817118169,31.57015273640798,25.221134869380283,26.783031907470836,18.60140064650971,23.93775401297436,31.865930556403203,31.371894020950606,29.918719377318002,28.642765588390592,33.87967173852136,26.138559812463086,28.17974065348146,21.90183326033211,34.99971680984681,28.43716599571113,34.2304922968603,34.24941278524627,34.95314653777006,34.42057103015988,33.390929431867455,33.696059022226656,,34.274907514762546,35.44076248036531,33.850188708699584,25.965507700744812,25.672459858392124,32.53354611977314,20.444125572133608,23.716785824299873,37.002310680871865,30.144686292506215,32.76151872335684,29.104218721244717,30.215432682486092,23.211593109597242,25.693148571567956,29.038073453612558,30.515888289805563,24.00852612501614,32.5701553074586,32.0959790721751,31.706183405717667,32.761518723356836,34.00762907772088,27.572926677898664,32.761518723356836
tnalalstn,2843.8,90.0,2684.0,31.411423819950244,24.462347478914804,22.836648345872277,29.665687914494942,18.20367057699351,19.73143288941467,19.73143288941467,30.753299052449318,23.784980574390143,30.015403825088356,43.04350405028336,36.22650681002039,26.956762347179627,26.956762347179627,20.34629725599571,31.43453082987356,18.8425147375781,34.459471376679026,34.19728867972215,34.72645606519225,34.44062879971401,34.49723550684706,34.56998292892467,,34.50843919161795,34.706115221199504,34.913860665011164,19.083730317228277,21.64785067275633,31.358405777081625,34.99197863922154,26.375482620342005,35.187532623064364,26.375482620342005,23.445322974485265,22.388243605097685,29.17293075086959,17.378768012639508,18.8425147375781,18.8425147375781,22.38824360509768,20.40853778901619,28.783002385050715,30.800887018538106,30.434083509112646,28.813025123789643,32.17905071444388,17.266082779065695,21.91105356218287
peach143,265.4,30.0,453.0,34.08407115362712,29.40580313741866,31.060121362685283,29.027479868453987,26.1696950661683,25.167533559937933,25.99924483070982,31.419041783053427,31.052270848849364,28.6500346022424,28.89507729814576,36.59574356303305,27.540087256553083,27.645248288510878,22.703419340141636,35.59504197309671,28.504423883086044,34.66991335437044,34.1810628353551,35.434919897054776,34.204382416849505,33.359222674102035,33.740649175537456,,34.3919439433874,35.77953422671481,30.650354998687664,25.17337976470286,25.075121838125806,33.566202341115044,29.847717477560604,32.808497312706,35.185778383787415,30.041463726906258,31.021351573111744,23.990047481032786,25.360037429744654,23.857920353928478,28.403140351143215,28.504423883086044,33.44168560637332,26.730027378456523,31.86652504798396,26.730027378456523,25.360037429744654,30.754242319830894,34.28512952455223,26.730027378456523,32.37043402746674
osa3532,429.0,30.0,661.0,36.54437010926637,29.994728850984337,34.534618924382066,27.09534269751471,24.827323625832356,24.200704874086984,25.340820069971056,34.66160241596644,34.80662098030715,30.354136858357887,28.592821065695496,35.52380090587215,25.994358465512676,26.413686211997323,19.67556243195906,35.20513170692156,27.265748172792755,34.36767952330842,34.19341477249751,35.285052964643555,34.22357173648729,34.355343601031414,34.473330661351255,,34.40435132969223,35.1707131871022,34.14363928133339,25.59690991879819,25.95527036280989,30.460253300598843,28.592787044161412,31.403560048181824,35.80519367305637,27.909289157006583,27.90928915700658,28.477257695124468,28.45084290137608,23.446989549301914,24.36169576049884,26.792118417122456,28.998921701098755,25.97000493682817,32.98625413911922,28.45084290137608,28.45084290137608,27.90928915700658,32.17930960345889,25.97000493682817,27.659456533253543
ceoseri,9459.2,90.0,2116.0,39.31418279039377,39.31418279039377,39.31418279039377,20.489271207840883,32.69903516603045,24.32841741956842,25.33757202037277,39.31418279039377,34.27901159195902,39.314182790393744,29.728959286702864,36.9507902056578,27.666050073176756,26.476566101844245,42.03635661784689,43.505028318886254,32.664649763106844,33.8900863727984,33.896410184729,34.62107091700648,33.839142196651856,33.74358918189338,33.849507278851554,,34.05389269733585,34.73104685983789,28.374069609962337,31.771580500206724,26.714621611080076,36.777890852162855,27.59434070283595,35.045317269279714,46.26761694853985,40.71961985607221,36.65541121125956,28.15494254966542,36.6019609732063,42.3144125547816,31.750165869275847,34.83864555465207,35.0231338180647,25.419495429880207,32.60799523442969,34.7443572720565,34.7642142927607,29.748727360667914,28.635439710631932,33.315481947640876,43.33819782559071
ooza-,648.4,30.0,1293.0,32.21395666169215,29.926112076353604,30.66307813904099,25.962830830370947,25.699836133413537,22.168609290753707,23.195427144386414,30.77879036746763,30.609075346095324,29.991128790509137,28.89650725353393,34.59883069378709,24.31147517809275,26.365213870801643,19.8756415856586,23.558300750447223,28.453140709932725,31.64051231697639,34.78295107733885,31.64051231697639,34.96229920742837,31.640512316976384,31.64051231697639,,31.64051231697639,36.309574871373535,28.443334685843002,17.204550316681093,23.734136521499064,48.49166334101719,30.590927592125,29.130296300716147,37.11982722084606,33.48783442304371,30.448796911798148,29.95093284169103,33.74511963892293,20.135895096299624,29.98167989998966,36.66958468654826,31.993960397850746,26.351668697900564,23.55830075044722,42.52764843910767,33.16001617966649,30.270977699482867,31.88017446250582,33.69275698969039,40.65553858536138
thdud261,799.0,30.0,297.0,32.36560230163555,30.227086223082182,30.604875795147226,26.448791159945255,25.314023692952983,27.20243315699993,27.20243315699993,30.576041676021287,30.568560250521003,30.507084034094337,30.069063323342583,41.20966620068778,26.497469096849013,26.75837858303784,20.12203479340242,35.66035034939403,27.41622438873594,36.48016393707405,35.44490727135336,36.48016393707405,35.6908783759886,36.480163937074046,36.48016393707405,,36.48016393707405,36.06577694737971,31.24957386427976,25.76140377204211,25.89035597810045,32.24092329793391,28.55877229637686,31.604278795367353,34.9933942329576,29.602447585859714,30.33976206693854,28.57471747706658,31.008745708071217,25.457787768785053,24.88877373546151,27.60740011044747,30.094664834813948,29.897208812263692,33.211528387233315,32.757625834140725,32.233205272609254,30.366326116468723,33.30015697231464,30.166181775612504,29.542053314037904
polaris_yh,246.0,60.0,1547.0,30.705669260140834,23.2964511746404,23.296451174640413,26.776434077269784,27.95891277230288,21.13602443463891,21.13602443463891,23.296451174640413,23.296451174640413,23.296451174640413,28.53274611827795,33.15162694806992,23.858129308766486,23.858129308766486,20.141342050392552,32.88471918852193,31.200445731585813,35.314004283560095,34.92382595863867,35.83306139036584,35.38298417614316,34.9526641587987,35.054336672001845,,35.29502228897526,35.76881347499244,39.363147450330004,24.01560332903524,24.01560332903524,32.40413519050182,34.2343867446959,30.542654713269727,35.135753973899085,31.13408684859005,26.861308427195326,29.90545100164769,35.207304256833744,20.814277247727915,26.049626893875075,31.404828451163613,32.21099362472982,22.985317370060404,32.88471918852192,30.35450078021384,32.74431000222423,30.58729757285241,33.57111433380481,22.50527123993433,28.76612687925522
lamoon12,116.6,30.0,365.0,32.91960307079613,29.06942383711117,31.42210375216646,26.4198265789027,25.026734356098743,23.798170910507324,24.892270152351287,31.41221183417151,31.53357869349621,28.837404002566352,27.951427999049653,33.800344262074084,26.4781779507691,26.717868841858248,19.867148281991888,33.706919538221186,26.12349379880966,33.955675083647954,34.219560410507086,35.10163690420812,34.46387735929442,32.83367752722296,32.764789888479434,,34.024821524123524,36.20699703095247,29.089208430663714,25.086282793089488,24.65728474398442,30.393433206967494,27.66980381515609,23.661707916525305,35.0097376967116,28.715139606609,23.661707916525305,24.680888325043995,30.88388792312875,23.983800571923247,22.902864764685365,15.551460704035813,18.47788872695924,23.58286795258261,32.27232759924181,34.380313014473266,30.88388792312875,36.69552689358351,31.464384975575342,23.58286795258261,22.411263710690918
audtjs1981,165.8,60.0,558.0,32.215887459584984,30.05633517162694,31.513460909951025,26.80640194706897,24.765954947104017,24.39569017349206,25.59599763093136,31.91714173966049,31.409870911576036,30.20837915892753,28.905427452115166,35.0585589816055,26.853523810160663,27.27064247676831,19.54698344103245,33.47327470956796,20.16027274672866,35.04504725784758,34.71212281140193,35.478476623294675,34.3244668281941,35.99473375112232,35.93434869073619,,35.055821443629156,35.05139697946643,31.536441818669406,25.754380413149633,25.143636438570695,31.875352182676597,28.17578554404057,31.947858707034012,34.39757137922811,28.922090332870273,29.048267260324224,23.953973431095598,30.82539826266775,21.88153247156923,20.16027274672866,20.16027274672866,23.953973431095594,26.158393322819407,33.22702833902679,31.33501926313761,31.54932337375661,29.674637888033267,32.778705731647385,28.632612584975842,20.160272746728655
yej45864586,3482.0,90.0,2138.0,31.459774101594018,31.459774101594018,31.459774101594018,21.670762647885617,24.41831483465092,21.850358530232686,24.550974481194636,31.459774101593997,31.459774101594018,30.930100289383773,31.443247245624324,23.671279446156255,26.474581219723063,30.7316537864681,33.969882817018785,22.962901063520825,24.379314752455187,45.919550454795974,45.919550454795974,45.919550454795974,45.919550454795974,37.01164530617384,37.264927344663505,,45.91955045479597,45.919550454795974,23.286476754002237,25.654257845157748,24.167828941796344,33.4476413040263,31.780582123557902,28.266952383977657,35.659341122218514,29.732230687118463,29.01841155147814,21.989820213270775,32.23345398018357,21.058164689308576,20.584745458488072,24.379314752455187,24.458322166226672,24.382037192132834,29.045720179068883,36.4185708499598,32.89870526571576,30.013494540714866,34.446513730419305,40.55036970892685,29.19966247243112
xo-elliott,1127.8,270.0,1926.0,26.198340506163355,26.664124344925888,26.198340506163355,27.471945231295905,23.487156839617317,28.6107592257511,26.783544344859774,26.198340506163355,26.198340506163355,26.420993490003983,29.576631294448113,35.53596163328414,25.59030202979387,31.73785557265893,19.0888445826167,34.39491594305009,31.172958685949666,26.386657147082396,30.991256604776055,26.386657147082396,31.03072547046047,26.38665714708239,26.386657147082396,,26.386657147082396,31.899741710421456,33.8416756288842,25.58058885719626,25.61349140999279,30.164643413530346,27.823813137345798,30.36280135103478,34.984933035197415,32.7560778248281,31.814075593974557,28.007786666694116,37.038994140247745,21.952785664755936,35.68434540225988,30.872073363121032,31.525609656738855,27.79382574887828,32.08281843235831,33.488029795316,32.94397576197682,33.91551762165906,28.80367717032183,28.630666707165705,29.89555389191719
hr2love,230.0,60.0,542.0,32.17238024043373,22.282017598314116,30.878002149970857,22.851873891905473,27.54116366518539,21.52806947183206,24.864443839654903,39.473986432815124,30.878002146169493,22.2820175543362,29.56623804307909,34.62120226190554,23.433502443089996,27.144026873532752,18.30527474853008,45.449830224792954,27.85679320327943,45.23296095811984,45.23296095811984,45.23296095811984,45.23296095811984,36.3186242520609,36.489745612428635,,45.23296095811983,45.23296095811984,26.07734660214104,27.065585032276058,26.29266601783389,33.078317423246915,27.492845767051435,30.07423888002874,43.677625966789904,29.652313242193745,30.453127671846946,29.106564404997957,26.58227310096373,20.391248153518628,30.76117069703152,34.19147769835866,32.268665318120625,23.85913475705052,28.214705661194593,29.896802933263917,30.32675879355002,25.96740323267185,30.90978940328923,27.896905608405092,33.40003354124095
purplebora1018,628.0,60.0,472.0,27.43892385150219,28.536956974019134,29.830475617467474,26.78806159447523,31.183386204622305,24.14111345590097,25.1646936264813,29.89990604265739,29.716131840121434,28.379603605451834,30.351023999909106,34.5538496866671,27.098724511834494,27.44870264895843,21.47049688307028,35.13352992885286,19.624447967712918,34.301982596161906,34.10824114464066,35.817612432180965,33.46169801966628,32.9115482613557,33.22434192228862,,34.02676150567963,36.458321886435435,21.3081469553767,26.20566179491668,25.75453545233458,37.05138387863941,28.292473423783253,31.90771396431481,35.96216153133471,31.1833862046223,30.593030214617396,23.317318725005453,30.861235796784566,23.37274966479174,19.624447967712918,24.320561278956422,23.31731872500545,26.985334755708266,33.08590709825988,33.12704052314381,32.19244277755384,29.43014294450398,37.051383878639406,37.05138387863941,25.403917086167606
seoji11,3126.0,30.0,543.0,29.542710701017846,25.64010404746697,29.542710701017846,28.379027660300682,31.265951568397,24.518031376497404,29.608592415071538,29.542710701017846,29.542710701017846,25.115649703499038,41.17662113752647,34.655290710292725,33.22579170155164,33.22579170155164,19.56196721770053,30.071152318489695,30.862403056804876,28.514097650428067,28.514097650428067,28.514097650428067,28.514097650428067,28.90615797798514,28.945846093105896,,28.51409765042806,28.514097650428067,28.16686684108677,23.677039181874374,23.161849389858634,30.837502861318164,29.03630599433272,39.47812322009538,30.980779570686195,29.58636259085161,30.244093889740743,33.63350594468725,32.54536580543897,35.10021842102586,31.52298669850989,25.42395994516843,33.63350594468724,36.63779064514306,30.071152318489695,40.38774188961483,37.743980155320344,30.20371333913235,41.27627283967107,38.62877803703802,27.532342353386678
yacomworld,7903.2,30.0,603.0,32.90882961792025,30.24793042527405,31.778070331816465,26.46950916917507,24.173987251673463,24.792272852587423,28.984063225064148,31.789032113161323,31.889525362817142,30.300529053279057,28.746832020634844,35.50353422260695,26.203047030706202,26.100863580078524,17.92629907774194,34.2060736919332,32.813806945920426,34.528067908674565,34.528067908674565,34.528067908674565,34.528067908674565,36.48244054258604,36.62673960524349,,34.52806790867456,34.528067908674565,31.841271684612384,25.192567452457613,25.332218161428898,30.942693015290732,29.165701994465348,29.602745716410976,33.76185872138474,18.50647140753868,25.717041854637536,30.056052894745676,39.599064728587024,29.413570672849158,27.88589792327793,32.813806945920426,33.133383974918395,25.815115101610218,32.07436976535537,38.06882964604511,35.91638366807066,28.599021577735602,32.00237785887277,24.63645533148473,27.947778680607463
arom0520,1692.4,60.0,668.0,32.49587729279233,30.403644457757856,32.81118548486875,28.323815819317673,23.811709389104585,30.582886576315378,30.582886576315378,32.87134293022192,33.22248329733756,30.647142615886743,28.012551472001178,45.42763604497404,34.98812456080392,34.98812456080392,19.83287674316686,34.466544097718185,32.374322354259625,36.05672364420471,35.13288619924955,36.109099227808045,36.2340354751212,36.57895055445649,36.80700732240132,,35.97261450967104,35.82508057207355,34.425074045460605,25.293730767384094,25.98601759181402,29.427529579996335,28.80010425641547,19.59790173188079,31.446377924470088,19.59790173188079,19.59790173188079,38.466426881526004,30.093268272900847,28.063491503147812,32.374322354259625,32.374322354259625,38.466426881526,33.97271457122588,32.58199929386128,31.67711514663116,31.638702702423966,27.411527179357517,30.71819172189083,23.2857770967841,25.986112043070204
darksea02,6534.6,90.0,1926.0,33.768024650506106,29.784981379860557,30.694396759273875,26.24088211032247,28.844968219150594,24.48965176714685,27.18253153679278,30.77956087084711,30.65487550708672,29.824837819032158,30.403461435827392,36.75582813285903,36.06401969977229,31.176931265684974,20.067338916843845,34.51677040519705,29.43798826871489,35.103036653027466,34.60850729732743,35.949791729274565,34.71664014934032,34.37754814786209,34.55211284296418,,34.93195627886645,36.048169020985796,28.535924173618053,25.183696299988217,25.152119228997947,39.4936632085524,32.64912763824803,40.13680150627116,39.643208073383775,29.642226888080494,34.77921131134658,31.137287250056964,31.484814598943643,21.437890633693943,31.765500842142444,43.882981015395146,34.26908624643561,28.375982897134715,28.696449893776183,33.522472423537394,32.68747713021314,30.830169740991618,37.23003791033561,45.51866771785299,30.843926784780617
07min25,9.6,30.0,128.0,29.93662293311035,27.012027297503337,27.012027297503355,25.546111910552064,24.97430799388839,23.946050241634723,24.50053992485685,27.012027297503355,27.012027297503355,27.012027297503355,27.989065177623626,35.113119467697565,26.842074335531873,27.168539224537415,19.56732970138364,34.33501608406959,27.953169174809915,33.80560885413257,33.91119459954986,33.997344209697495,34.20583186872331,34.57336287543157,34.628231803668434,,33.893564762701885,33.72480164947288,31.284159385049016,25.55854742028059,25.409600845082483,31.335539707035938,28.004820325188653,32.92709361422924,36.97527722366555,32.92709361422924,32.23277114781412,28.876417720588194,28.587091001360807,23.302961987212154,25.19280406985556,27.749432609041598,30.134160749007936,26.543559850505673,32.49323539456257,29.638559215357308,30.482121013753222,32.23277114781412,32.359706461821325,26.543559850505673,32.23277114781412
jdbri1130,470.8,30.0,255.0,32.58684393711053,29.653217824658654,32.04045746781961,25.707952852457293,25.077933411964246,23.96074289454199,24.884140374828373,32.31744977846911,32.09280903564006,29.94066050562084,28.892313136099244,35.0105641204511,26.195266475019462,26.51187084075633,20.21590705120768,34.81369074416229,28.380195795362756,34.3454609111323,34.27176553312267,34.65191612275967,34.35316155613594,35.23865960667994,35.35984459337591,,34.46127827971138,34.24468546518995,33.44168828361368,25.694074149731843,25.67207928566665,31.3431601626069,28.248232183090657,32.18575685425829,37.27610608273871,31.235988074578074,31.23598807457807,29.300870852296175,29.15371738101408,23.34534521077198,25.598298334852416,28.355946996909946,30.429696551051844,26.28900131781834,32.789177431772366,30.280669871724918,30.87978816909865,31.23598807457807,32.101923831034604,26.28900131781834,31.23598807457807
cyber3578,3288.0,60.0,2082.0,28.19257637104316,29.605407749146874,30.607670116911525,25.776176931347305,27.08172191122683,22.59324471850633,27.397671204705198,30.7437528956588,30.618152063298286,29.81021503208441,29.672070034367465,34.29604037024544,28.51213982141756,26.104684108246868,16.145238829050463,34.811166961031276,30.963644752666347,35.03436729840097,34.580950496354944,35.76399961801783,34.80977410930481,34.51698048328941,34.68542657130764,,34.901608759535534,35.77187196539706,30.66143863846437,25.66748952152036,25.425344798204588,32.51371760786421,26.26795538083096,36.530228272940256,35.17505999074864,31.16293104209124,31.9648820714582,29.78043242038036,38.61034007705285,16.227358648053034,26.203602460573006,37.441826546007086,29.259867506912087,26.52800510556469,32.278495234898884,32.97393831903186,33.36251574788328,34.711513639430535,36.53716513303835,29.688657410467073,30.08401438795446
