blogid,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
zene_a,,,,,,23.129412543414407,23.129412543414407,,,,,,25.95506846706972,25.95506846706972,,,,,,,,,,,,,,,,,,30.83921672455254,,29.88467924257009,29.884679242570087,,,,,,,25.553386966522492,,,,29.884679242570087,,25.151705465975265,29.884679242570087
orols07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu2sky7,12.653245005116677,,0.0,,,19.01485640224172,19.01485640224172,0.0,0.0,,,40.96475371326133,29.270760672736372,19.513840448490914,,38.45287991944356,20.525063590832268,,,,,,,,,,26.025248913539738,28.082012977222217,,42.70600212056681,34.283355048552224,40.005069842006606,0.0,0.0,12.266050469618735,,0.0,0.0,37.59408464039167,23.961376031827136,37.99951584651348,,38.45287991944355,19.223266140561698,22.47254467491768,,36.36395018852589,22.293168616928103,35.63653973658135
greathead60,29.97292508846234,,,35.15791115486274,29.442842374213626,32.02699695055138,32.02699695055138,,,,51.01245909266153,42.933381877027365,26.616163128512444,26.616163128512444,22.549250200972775,39.52004954963837,37.672011513251086,,,,,,,,,,30.516082116070695,,,47.110747645173525,36.68714377173337,43.17560427487946,,41.41260332462137,43.070649973131104,37.72833421679217,35.75511623793854,22.66394285834095,,,,,37.25423274514697,33.781898259084905,35.75511623793854,43.070649973131104,,41.63588447314061,41.78586635412978
zxc3558,,,,,0.0,29.526994797612794,29.526994797612794,,,,,,16.56711276519342,16.56711276519342,0.0,,,52.46244114980822,50.51550383062522,52.46244114980822,50.51550383062522,48.56856651144222,48.56856651144222,,48.56856651144222,52.46244114980822,,,,,0.0,39.36932639681705,33.99471943972052,28.610819738307548,14.305409869153774,36.88049278364987,,0.0,31.03955991647489,31.03955991647489,36.88049278364986,16.56711276519342,,,,,,0.0,19.883459884927476
2234hj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohminji789,,,,,,26.3482515765128,26.3482515765128,,,,,,29.567144101577476,29.567144101577476,,,,,,,,,,,,,,,,,,35.131002102017064,,,,,,,,,,29.567144101577476,,,,,,,
valuable777,,,,,27.254926440986498,31.256408139049707,31.256408139049707,,,,,,35.074916483977,35.074916483977,,,43.2945120292315,53.790423857420905,53.790423857420905,53.790423857420905,53.790423857420905,,,,53.79042385742089,53.790423857420905,,,,23.98457724601415,,41.67521085206627,0.0,,27.870667301326733,,35.36165561560457,,35.62106586079368,,42.3241330083302,36.70257750792221,41.55855788271344,47.96030695577838,47.96030695577838,,36.59207612243787,49.9669371256373,
bonbonfd,40.298485878527295,,51.05356229700247,31.936483677508413,,30.170525391903837,38.63275705959617,51.05356229700247,51.05356229700247,,46.33832084011679,38.99950834668048,29.104269697790073,29.104269697790073,21.95981311195527,33.840724801391595,27.75539889577881,,,,,,,,,,,,,0.0,35.72814233991439,35.68591503882856,,47.20276317309767,41.44433910596311,,29.45008105612341,22.071507704842887,,,,33.51170264177396,33.840724801391595,32.45810957543641,29.923212751102877,38.2444586478774,0.0,16.632087953605158,
hellojie61,40.84814966786679,44.65066001297319,44.65066001297322,,34.53285477554298,,,44.65066001297322,44.65066001297322,44.65066001297322,34.9119512237558,,,,,47.14748918768264,33.817124394362374,,,,,,,,,,35.39224463707867,34.43165781043292,34.43165781043292,40.13027816937121,,35.34280998568829,,39.652642760009016,40.74029088346373,37.782400773407645,,,38.399753838623724,45.57830088695149,38.30920942967533,,47.14748918768263,,,,37.50072724149138,41.9935157630649,37.01260625526788
pian_oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tncjq5,,,,,25.364885071422467,,,,,,,,,,,,,,,,,,,,,,,,,30.137974357625634,,,,25.364885071422464,,,,,,,,,,,,,30.137974357625627,30.137974357625634,25.364885071422464
sunf812,,,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,14.822143090212457,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,11.74088684993805,0.0,,,,35.222660549814144,7.482246376079105,0.0,0.0,0.0,0.0,0.0,11.223369564118657,
b7221454,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,
heather1988,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
kj931020,,,,,,,,,,,,,,,,,29.849967585610635,,,,,,,,,,,,,,,,,27.32367961828311,27.323679618283105,25.122491253401876,25.122491253401876,,,,,22.996303103256114,,,25.122491253401876,27.323679618283105,,22.996303103256114,27.323679618283105
good_coco,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,
yeondyeo2,,,,,34.532325857383775,28.36015777546378,28.36015777546378,,,,34.532325857383775,,31.824839278447108,31.824839278447108,,47.285334588020056,34.53232585738377,,,,,,,,,,34.53232585738377,,,,,37.81354370061837,,40.38432042004922,40.384320420049214,,,,,,,,,,,40.384320420049214,,33.988470292890284,40.384320420049214
alfojw,0.0,,,,25.401936855115608,16.6520785502903,16.6520785502903,,,,,0.0,37.372833233922236,37.372833233922236,,54.66296773664604,28.020179863736303,,,,,,,,,,,39.920187319384176,,37.28101564920187,,44.405542800774136,45.93707709413236,32.59030897241816,28.78294682479777,,0.0,0.0,51.462595126883336,,39.07923266671677,17.40550837922586,54.662967736646024,48.39620227104111,23.398512521458372,42.73871423074264,38.88476303868751,52.13681325656763,
ungtery0,,,,,23.158689157962215,25.737528853271094,,,,,0.0,,,29.87481710476174,25.309986354942502,0.0,14.771716719499835,,,,,,,,,,0.0,,,58.32704432640407,28.28718556155698,32.81534928792064,,49.089522684548456,,35.10282963686455,36.75170559655993,25.438720994326445,29.54343343899967,29.54343343899967,58.327044326404085,,,36.75170559655993,36.75170559655993,,,58.327044326404085,0.0
thxjamie365,,,,,35.21310888147857,27.632319658716078,27.632319658716078,,,,,,31.008083205733598,31.008083205733598,,,,,,,,,,,,,,,,34.996249925084555,,36.8430928782881,,35.21310888147856,,,28.153091962689754,,,,,29.580587584211678,,28.153091962689754,28.153091962689754,,41.83940788747935,41.839407887479354,
sunjini1023,,,,,0.0,22.900818238575624,22.900818238575624,,,,0.0,0.0,12.849273716279264,,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.0,,30.53442431810083,0.0,0.0,0.0,0.0,,0.0,,0.0,,5.1397094865117054,0.0,0.0,0.0,7.985907155256434,0.0,0.0,
kangta27kr,31.054619152671368,,,,37.96086082381287,35.3819013406615,37.25413741987071,,,,,50.26950891782643,,41.03304542218683,30.238329383135397,,21.383333054404577,50.81529065068575,52.66474159006071,50.81529065068575,,48.96583971131078,48.96583971131079,,48.96583971131079,52.66474159006071,,,,60.534537586032826,49.19710977566164,55.10060579376202,57.6997021921506,53.55350626528603,50.81414175253717,26.816916646229686,39.399292119938316,30.39213114241413,,,0.0,40.712186976791045,52.823068750099445,42.80507127627662,39.399292119938316,42.76666610880916,45.83865714166283,57.41088105250706,
pikachups,,,,,20.53701443310834,,,,,,,,,,,26.663315126098027,,,,,,,,,,,36.5102478810815,36.51024788108149,36.51024788108149,,,,,,34.23219703351691,,,,,,,28.810686915915632,26.663315126098027,,,34.232197033516904,,28.810686915915632,34.232197033516904
mjkwon7471,,,,,,,,,,,,,,,,,34.51399498333461,,,,,,,,,,,,,,,,,,,41.008736797269655,,,34.51399498333461,34.51399498333461,41.00873679726965,,,,,,,,34.513994983334605
that1219,,,,,15.314259597264693,24.61280817009481,24.61280817009481,,,,,,25.030741822806053,25.030741822806053,19.01272164793354,,,,,,,,,,,,,,,,30.93328808598673,32.81707756012641,,,32.822320031046445,,,19.109426396435946,,,,27.62189250513174,,,,32.82232003104644,,27.624098603504496,32.82232003104644
yek867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jshangel4307,0.0,,,,11.363896733900422,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,27.004642631309192,,0.0,,36.10740717081055,18.053703585405273,,,0.0,,,,13.987938329131385,,,0.0,22.160196428637907,27.004642631309185,27.65213198261158,22.30209568842864
lastchanceisu,,,,,,,,,,,,,,,,,42.17994210664056,,,,,,,,,,,,,,,,,,,50.117239247746255,,,42.17994210664056,42.17994210664056,50.11723924774624,,,,,,,,42.17994210664056
sufreesia,,,,,7.150571783801207,0.0,0.0,,,,0.0,,,12.422091017938637,,0.0,9.636963180911074,34.05331668321844,34.05331668321844,34.05331668321844,34.05331668321844,,,,34.05331668321843,34.05331668321844,,0.0,,0.0,34.24468334674976,0.0,40.10884533255228,0.0,23.775513938391857,,0.0,21.155082319891562,28.910889542733223,,34.351255495208804,11.82603273357033,0.0,15.706376457544726,10.47091763836315,,30.832940414344502,14.637587791776678,
b708027,,,,,32.12706750698979,28.694512375196396,,,,,23.693347843280048,,43.47005541557817,43.470055415578194,,32.44345269145215,30.704951931780798,,,,,,,,,,23.69334784328004,,,,31.537099026988084,36.5855032783754,,46.65439308543442,46.654393085434414,,48.19339650992155,,27.860720781362833,34.21075397603118,33.103469072670705,,,48.19339650992156,48.19339650992156,,,39.26552278021919,37.25755693339862
sesil0102,18.866212340143132,0.0,14.905840668036182,,10.487793985001922,,29.446259204660542,,29.811681336072365,0.0,,43.36125009410631,,33.96780887557138,,0.0,14.206426071108966,,,,,,,,,,0.0,0.0,0.0,23.56604844840027,,40.35977099813794,45.91940335168438,0.0,24.151652298188747,16.879749442545982,0.0,,14.206426071108966,,33.75949888509196,,0.0,0.0,0.0,,0.0,22.76917877658651,0.0
nature504,30.9709905528617,,30.9709905528617,,,33.70307713272407,33.70307713272405,30.9709905528617,30.9709905528617,,35.86695304743991,,,,,49.112848132653745,24.797640741420725,,,,,,,,,,35.8669530474399,,,42.33522176516141,,,,39.35930682971308,46.51345314738371,,37.90461838947625,,38.52596917682229,,45.77567246547083,,,18.952309194738124,18.952309194738124,,46.76582514084655,42.956364643851394,49.11284813265376
heo1028,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,,,0.0
kflower83,42.93844949494868,,,,35.99351399082768,,,,,,34.869620201444015,,,,,47.747193889921824,28.701864477764328,,,,,,,,,,,34.869620201444015,,20.671822653025234,,,28.493593386602345,30.549170020091978,23.980932259972608,34.10289670980942,,,28.701864477764328,28.701864477764328,44.1020521382875,,47.74719388992182,,,,,44.1020521382875,29.93340150598276
ackack,50.220419027859975,59.44758864442255,59.8362546112435,,39.42051005497055,,31.608347945795046,,60.03058759465396,59.7920009409804,,45.91662612298339,50.00563335369649,42.25976998148149,,62.3376362409903,36.83440495273495,,,,,,,,,,,45.52497273432256,,56.72183220804308,54.92326272498869,44.25232989896754,,27.3847191437194,36.64695435923637,43.76579467315005,36.69481771396113,33.92953389170254,36.83440495273495,,43.76579467315004,32.302543770868546,62.337636240990285,36.69481771396113,36.69481771396113,,44.23281994697752,36.31861223876511,
younwing0118,26.74176159663302,,,,11.583546076313999,26.24875705348476,26.24875705348476,,,,,43.28809239139207,13.4228677980995,13.4228677980995,0.0,,,,,,,,,,,,,,,,0.0,31.897486967973474,39.41977679734378,34.87596066499484,22.68421551149562,,,0.0,,,,29.18854458284586,,,,25.67225775635703,27.526607247406574,28.67665444856624,25.171224635611225
unii93,36.32452786551809,0.0,0.0,,,34.756698341917605,34.756698341917605,0.0,0.0,0.0,,,39.002827393928634,39.002827393928634,,,,,,,,,,,,,,,,,,46.34226445589014,,,,,,,,,,39.002827393928634,,,,,,,
gkgkdkrktl,41.77779924480978,45.39108165031014,45.39108165031017,,,,,45.39108165031017,45.39108165031017,45.39108165031017,,,,,,,30.493377007177468,,,,,,,,,,,,,,,,,33.56175278546249,33.56175278546248,36.23153078486184,,,30.493377007177468,30.493377007177468,36.23153078486183,28.246423999738788,,,,,,28.246423999738788,32.02756489631997
dhrgus9003,,,,,37.96050304505375,,,,,,37.96050304505375,,,,,51.97955953004873,33.76429093292634,,,,,,,,,,,37.96050304505374,37.96050304505374,,,,,,,28.416885251448626,28.416885251448626,,,,,,51.97955953004872,,28.416885251448626,33.76429093292635,,,
rkdms0528,32.05567648857753,,36.47806832757947,,,28.9929184310946,32.56059839817097,36.47806832757947,36.47806832757947,,,44.73124085958025,28.719494618494622,28.719494618494622,21.606546783879526,,35.48903768701409,,,,,,,,,,,,,,35.15338564280399,37.94509072166454,,35.532415714728536,35.785774568675194,33.88503867521641,,21.716444551880965,31.509299731799196,35.48903768701409,37.43862685242788,32.06918891799724,36.039133422621866,,46.895893471740784,,,,36.49521148291426
cathy14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.988659251534216,,,,40.74498828448844,40.744988284488436,,25.988659251534216,,,,,30.140338392129436,,25.988659251534216,25.988659251534216,40.744988284488436,,34.29201753272466,
msh408,18.887016689533013,,,,22.590257684459594,20.181361149617413,20.181361149617413,,,,,30.57326348901445,22.150108334736686,22.150108334736686,18.76560240508809,,,40.82043703557641,40.82043703557642,,40.82043703557642,40.82043703557642,40.82043703557642,,40.82043703557642,,,,,,30.53123040733976,30.253916774639425,,30.253916774639425,27.575866173813342,,31.9892304347698,18.861050226535443,,30.065303982978097,,25.04148921199673,,33.85606733794046,33.85606733794046,27.575866173813342,,20.95463427781775,
leehaksoon,40.97090580229303,,,33.525179921981795,27.800187617205193,23.86162381197675,,,,,27.10406573254349,,25.058940243340146,30.603764186149885,,35.22448096043957,33.044824986198066,,,,,,,,,,25.505477527516987,28.702653937569984,28.032295489195317,,26.225446289637365,30.529668052851385,,32.9600035232074,32.27981185369016,33.269743482970874,,21.33795119241828,,33.92385796194792,32.79621245608555,,37.41343801057634,,,45.69947217371136,40.77869607078926,40.778696070789266,31.62053409365154
dkfvhsthakdrh77,,,,,18.602314258856094,,,,,,,,27.260172920487758,27.260172920487758,23.09485618711776,,32.76372105452668,,,,,,,,,,,,,,37.5748329444561,,48.383218422791,40.72054611623572,40.350974375878025,38.92910148109529,,23.212323970038632,32.76372105452668,32.76372105452668,38.92910148109528,33.649364446673346,,,,,,33.649364446673346,37.82188993542758
godbig1004,33.867019683575016,37.362958044865366,37.517064441213385,,,28.24470363238678,32.49457229983503,,37.671170837561405,37.362958044865366,,43.00508489409891,31.534942408340854,31.534942408340854,,44.528808152868486,40.862093030986124,,,,,,,,,,,32.51924357886134,32.51924357886134,41.648554976408434,,38.15684323562999,,45.258340105383176,41.70759167050658,,,48.55140121861825,,40.862093030986124,,34.994599812579885,44.52880815286848,41.648554976408434,45.09997809751335,40.67664849857341,,35.29486710298036,
bbasaki_,44.379860106092835,,44.379860106092835,,,,31.537820933774544,44.379860106092835,44.379860106092835,,,,35.39070869620386,35.39070869620386,,,34.42445880546631,,,,,,,,,,,,,,,42.05042791169939,,,,40.90235196544106,,,34.42445880546631,34.42445880546631,40.902351965441056,35.39070869620386,,,,,,,34.4244588054663
choo5416,,,,,29.801779653998825,,,,,,,,,,,,32.85288899455919,0.0,,0.0,,0.0,0.0,,0.0,,,,,34.142946769483565,,,45.31570934492121,22.646877393399944,19.069426263100503,19.51752439058893,,,32.85288899455919,,39.035048781177856,0.0,0.0,,,,35.40979068088703,,33.59784039158634
mulkkot,,,,,,,,,,,,,,,,,33.54056589295216,,,,,,,,,,,,,,,,,,,39.85213069074461,,,33.54056589295216,33.54056589295216,39.8521306907446,,,,,,,,33.54056589295215
romanticstudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61cksql,,,,,21.168367128639723,,,,,,28.107285103217475,,20.852096094352852,20.852096094352852,17.66592464045244,38.487485203152836,35.46821702278818,,,,,,,,,,28.10728510321747,,,,28.742078400324203,,,41.20163298527993,41.20163298527992,36.04610010409987,36.04610010409987,17.755779151082333,,,,,,,36.04610010409987,41.20163298527992,,34.67634131695136,41.20163298527992
mimilog,31.15754764143375,35.4852740557882,35.4852740557882,,19.891098582625684,29.751862441072248,29.751862441072248,,35.48527405578818,35.4852740557882,,43.43063847628389,30.135319224132257,30.135319224132257,,48.43095281151984,10.18031320259267,,,,,,,,,,,35.36896711511686,,41.62071427190028,35.380702106558395,41.11364208534759,49.58042780381776,,39.098388153096586,,19.561355146675943,,30.540939607778007,,36.28804357540848,32.962522530989965,48.43095281151982,19.561355146675943,13.040903431117295,,0.0,41.54691234839507,
pkloveletter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.95097421635085,36.95097421635084,,,,,,,31.098878881277088,,,,36.95097421635084,,31.098878881277088,36.95097421635084
purplebora1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.82688929020439,,,,,,,46.14370326178749,,,,54.826889290204385,,46.14370326178749,54.826889290204385
qkrgycjf84,,,,,17.91371760686356,0.0,0.0,,,,,,13.125545370770322,13.125545370770322,22.239960369995043,,,,,,,,,,,,,,,,36.18393588698846,0.0,,,,,,22.353079880926167,,,,0.0,,,,,,,
seoyeon4181,,,,,18.16833540415415,,,,,,,,26.62421233739105,26.62421233739105,22.556069501863263,,,,,,,,,,,,,,,,36.69823862721469,,,,,,,22.67079684436436,,,,,,,,,,,
rudfla4015,32.54596974260719,32.54596974260719,32.54596974260719,,,,,,32.54596974260717,32.54596974260719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eunjoy365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dskycreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oouoo4648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alway0131,,,,,27.140069400222878,28.040596496942747,28.040596496942747,,,,28.279145756048965,,31.466238088387943,31.466238088387943,,38.72281509391127,,,,,,,,,,,,28.27914575604896,28.27914575604896,30.893783253435718,,37.38746199592366,,26.00099304439679,,,,,,,,31.466238088387943,38.722815093911265,,,,30.89378325343571,30.893783253435718,26.00099304439679
yuni0520,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,35.79552480470356,,17.89776240235178,35.79552480470356,,,,,,,,,,,35.79552480470356,,0.0,17.89776240235178
pajama9411,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0
hongjoo103,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,33.16006906336469,0.0,,,,15.188374593637432,,33.16006906336469,33.16006906336469,10.928626493908169,0.0,9.197809770395013,
wlsfud2719,,,,,30.552241434970387,,,,,,30.55224143497038,,,,,41.83537954069322,30.552241434970377,,,,,,,,,,30.552241434970377,,,,,,,,,,,,,,,,,,,,,,41.835379540693225
gyenlsdl,24.25395008648596,,,,36.9841104604926,27.809885068417067,27.809885068417067,,,,,39.26095999345858,33.33248998642178,33.33248998642178,,,33.381582219858714,,,,,,,,,,,,,37.42731957755445,,39.60489967362017,47.97085913799711,37.491473385437864,38.017629739161706,34.73529172981057,,44.59116814779013,29.234104196722427,,34.73529172981056,31.999775928252465,,34.1833962344539,39.38728219112202,,43.2961744961331,43.296174496133105,
justaday1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.36386657778964,34.363866577789636,,,,,,,28.92150335030016,,,,34.363866577789636,,28.92150335030016,34.363866577789636
imajinny,41.92878135681094,,,,0.0,26.49466360888339,26.49466360888339,,,,,,14.865721442119982,14.865721442119982,0.0,,,,,,,,,,,,,,,,0.0,35.32621814517785,,,,,,0.0,,,,29.731442884239964,,,,,,,
jbjr23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.726395751412124,,29.726395751412124,29.726395751412124,,,,,,,,,,,29.726395751412124,,35.32022125777557,29.726395751412124
sobilly,,,,,43.88081408758247,27.037998662265867,27.037998662265867,,,,,,30.34115566810902,30.34115566810902,,,43.88081408758247,,,,,,,,,,,,,0.0,,47.19817468189789,,35.94735828879406,41.572766485345966,,,52.13817630316324,,43.88081408758247,,22.415184832437347,,0.0,26.069088151581628,39.22678089915496,,29.65979183082019,
anhshs123,,,,,,20.44225679315234,,,,,,,30.968501015056177,30.96850101505619,,,,,,,,,,,,,,,,,22.467343873668206,26.063877411269228,,,,,,,,,,22.46734387366821,,,,,,,
l0h1ra2,42.36994688698528,,,29.87340250182945,,,,,,,43.34488805010854,36.48015924290186,,,,31.654630583440735,34.19699340136978,,,,,,,,,,,,24.381499528186048,29.436094226007373,,,,,,40.63208279226702,29.436094226007373,,34.19699340136978,34.19699340136978,40.63208279226701,29.436094226007373,31.654630583440735,29.436094226007373,29.436094226007373,,,,
bobos_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dressup6,30.68472382307987,30.68472382307987,30.68472382307987,,15.466620843734688,25.346837948633507,25.346837948633507,,30.68472382307985,30.68472382307987,0.0,,14.221695279671515,14.221695279671515,,0.0,30.00399206687435,,,,,,,,,,,0.0,0.0,,0.0,0.0,,35.82467795572539,17.912338977862692,,35.285636901100624,0.0,,30.126825361337065,33.87967178561147,29.546325649463967,0.0,33.27431730725094,32.428329206447636,29.635492183486207,,29.239457162555794,
3525161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yycompany06,,,,,36.236779179520134,,,,,,37.39810299329833,,,,,51.20946154332744,33.19056512164771,,,,,,,,,,,37.39810299329832,,39.7534909471894,,,,35.656117272631036,,39.43626780624816,,,33.19056512164771,,44.978069635811714,,51.20946154332743,,,,39.75349094718939,42.365780291500556,34.834266555636596
lillian1216,,,,,39.16648073454168,,,,,,,,,,,,35.85934471969732,,,,,,,,,,,,,,,,,,,,46.536713599619645,,32.55220870485296,35.85934471969732,38.67778736108889,,,46.53671359961965,46.53671359961965,,,,32.55220870485295
greenjazlife,,,,,26.95436874001144,32.873857956520155,32.873857956520155,,,,,,36.889965641654285,36.889965641654285,,,29.69964325512046,,,,,,,,,,,,,32.02656237649154,,43.83181060869353,,38.46806249266192,38.468062492661915,35.288434555609555,,,29.69964325512046,,35.28843455560955,31.635964093212877,,,,,32.02656237649153,30.014829671491963,31.397395251543323
kja198288,27.766427669198713,,,36.232691782850594,39.23626530795145,32.259927738644144,32.259927738644144,,,,52.57191473202856,44.24585937127269,39.10816622061,39.10816622061,,38.39309811996026,42.00185071374469,,,,,,,,,,,,,39.08981171991184,,46.46742563239246,41.86437500427272,37.69044539112087,37.513106502415454,40.87934783104047,,51.70833328559988,,,42.29470993175324,36.74856093897591,38.39309811996026,38.52907891366406,43.23379930986388,46.89020220834062,47.48496745401238,47.39858997308775,
yjh4346,,,,,,27.050227434463153,27.050227434463153,,,,,,30.35487839535309,30.35487839535309,,,,,,,,,,,,,,,,,,30.53139691559943,,30.53139691559943,30.53139691559943,,,,,,,30.35487839535309,,,,30.53139691559943,,36.27670516755168,30.53139691559943
jhejhe0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.38880502401782,,,,,,,31.46736841496039,,,,37.38880502401781,,31.46736841496039,37.38880502401781
jusngun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.06186559877338,,36.06186559877338,36.06186559877338,,,,,,,,,,,36.06186559877338,,42.84788114133664,36.06186559877338
drops83,,,,,39.679003002294856,23.545919579271892,23.545919579271892,,,,,,26.42245900768141,26.42245900768141,,,32.74966592524231,,,,,,,,,,,,,47.145680796583626,,31.394559439029187,,39.679003002294856,,38.91240149902273,,,32.74966592524231,,38.91240149902272,26.42245900768141,,,,,47.14568079658362,47.145680796583626,36.21433446376858
witjsr,,,,,,,,,,,,,,,,,25.731116439933615,,,,,,,,,,,,,,,,,,,30.573122065256392,,,25.731116439933615,25.731116439933615,30.573122065256385,,,,,,,,25.73111643993361
irin9314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cey1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fromtomore,,37.58053772180391,37.580537721803935,,29.933255304966245,28.096391589888515,29.76219648956575,37.580537721803935,37.580537721803935,37.580537721803935,,,,33.39816115809685,,35.47763693347613,27.772059016498226,,,,,,,,,,48.57975508860823,48.57975508860822,48.57975508860822,34.01156134918966,,39.68292865275433,44.32522993541233,31.86498007408483,31.527270924832067,23.373670598800572,27.293540146991326,,,,,31.220157058601846,35.47763693347613,31.213409695182076,27.293540146991326,31.527270924832067,38.66375459532304,38.66375459532305,
ggo_chae,,,,,14.422457810447975,23.65847551412792,23.65847551412792,,,,,,23.841850055714147,23.841850055714147,17.905545748884233,,29.210617375632822,,,,,,,,,,,,,,29.13193677598762,33.45122704145207,,38.64093334171151,36.04608019158179,34.707385227977525,,17.99661904867308,29.210617375632822,29.210617375632822,34.70738522797752,30.99090344138165,,,,,,33.21197236823619,35.396312806962186
zkapf9,,,,,,33.68206624616349,33.68206624616349,,,,,,37.79691048748518,37.79691048748518,,,,,,,,,,,,,,,,,,44.90942166155131,,,,,,,,,,37.79691048748518,,,,,,,
bisoli2,23.65703207268788,,,32.513480837277555,31.74152480028002,25.27827003253423,25.27827003253423,,,,47.17551631170368,39.70411332998599,,,,34.452125927830686,31.727542069971967,41.61628816685621,41.61628816685621,41.61628816685621,41.61628816685621,,,,41.6162881668562,41.61628816685621,,,26.536227925333314,,,30.40623954885724,,,30.40623954885724,37.681323431055844,,37.71455134959653,31.713559339663917,31.727542069971967,37.68132343105584,28.411750333417984,34.452125927830686,,37.71455134959654,,,29.04106983744568,32.208577207491395
gghh0013,,,,,18.93591293146495,,,,,,,,27.74903454140319,27.74903454140319,23.509020428238838,,,,,,,,,,,,,,,,38.24866923274494,,,,,,,23.62859478219767,,,,,,,,,,,
minki4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smshin26100,,44.88042712717561,44.880427127175636,,31.37304699172094,29.809718438614542,29.809718438614542,44.880427127175636,44.880427127175636,44.880427127175636,33.904817931055526,25.168550372881274,28.923303678883325,,40.94868866265783,46.42608397236189,35.09574861265835,,,,,,,,,,,33.90481793105552,33.90481793105552,,38.80117482579382,39.74629125148605,44.42233815793879,39.371546584204594,38.12276258712381,33.17551176688409,,46.94121276712547,,41.41072125603471,37.96114062965654,34.11061145114057,46.42608397236188,,30.057379091657324,38.86963724152923,39.05657803751848,36.589866464602046,36.32190309100123
dahliart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.14774456998768,,26.14774456998768,26.14774456998768,,,,,,,,,,,26.14774456998768,,31.068150048425988,26.14774456998768
vov1077,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0
