,weekly view,2021 post num,5years post num,보석십자수,미니어처,펀치니들,3d펜,3d프린터,가죽공예,가방만들기,양모펠트,프랑스자수,스크래치북,LED조명,무드등,칼림바,오르골,발난로,우산,캡슐세제,전자저울,산소포화도측정기,소음측정기,거리측정기,온습도계,적외선온도계,높이측정기,타이머,유수분측정기,아두이노,라즈베리파이,마이크로비트,휴대용선풍기,스피커,디퓨저,기저귀,파우치,운동화,청소세제,로봇청소기,전동칫솔,수납박스,청소포,에어프라이어,거북목베개,컵홀더,공기청정기,진공청소기,자외선차단제,섬유유연제,가습기,마우스패드
threecolor_cat,888.8,90.0,653.0,25.024975798396216,30.936241731815684,31.99174189204169,27.62421042597498,27.02438941049374,19.638761674655544,19.638761674655544,31.95698842842481,31.934462584586345,30.952298516005918,32.54947514928905,34.55504793629717,20.787583775202194,20.787583775202194,20.246398061545698,44.57020443554863,35.19153242842345,34.6316563957176,34.503763093833676,35.073041656129135,34.54523674031188,34.17666518051968,34.338272891271274,,34.639955044275744,35.23331479822283,30.817500565313107,32.549475149289044,32.549475149289044,32.4883951394682,26.92964447235477,26.18501556620739,34.217811157171774,22.667709659285304,22.667709659285304,19.07772047044247,32.569180840859424,16.63612537717185,25.98941149858381,35.19153242842345,31.32754745427464,20.557847486137874,44.570204435548625,33.853631212770104,41.813771241104945,22.667709659285304,34.3774502569574,27.495151256275904,29.45581175012282
quf4147,46.8,30.0,318.0,16.705136148604087,30.09755739059569,30.38229938729211,26.498057651197307,25.950156471898193,16.073593097788333,16.073593097788333,30.33109895605847,30.31479606138781,29.995393904355133,29.686827932599492,27.04135531230691,16.04388485051396,16.04388485051396,20.058315446692795,35.5452144578504,27.486613471215414,35.60219989142779,34.8242637196683,36.68463087035944,35.087550888566696,34.637356750960926,34.803438284348836,,35.53314955675546,36.62328573193973,30.2037620977253,25.974437112053828,24.927966710141682,26.31201516912179,28.83734846506142,24.755349091520014,36.277295804581684,24.755349091520014,24.755349091520014,28.511309184844052,26.31201516912179,22.756057998965947,24.65101962072079,27.663098342746604,30.070294708548147,20.658046062462606,33.10359908487043,26.31201516912179,26.31201516912179,24.755349091520014,34.891411927552355,29.41373769419808,29.985800742169886
sufreesia,3423.4,90.0,1236.0,26.586801956934895,29.92435195741115,32.90573609791261,26.229602732339817,17.781222511263238,24.452513422796255,25.121216253321972,32.83075795496915,32.85328470027553,29.8822064962157,28.572484514237598,34.89499785607158,23.429084638725193,23.429084638725193,19.84915289809125,33.418351418559716,23.23960485003379,24.742962779891986,24.742962779891986,24.742962779891986,24.742962779891986,35.60036716699201,35.66879965361236,,24.74296277989198,24.742962779891986,29.19313776193126,25.04814155380458,24.072587691504644,30.1724428574117,32.29414369121581,32.34343606954175,33.051381628803206,28.57958583075516,27.81688266498229,27.612765170411727,26.52053737706366,19.95011200192394,23.23960485003379,26.628847296604512,27.61276517041172,22.892015957627905,31.862310218466074,26.52053737706366,26.52053737706366,29.093001768662088,23.257925961077305,21.26071024963473,27.723400718019377
honeypigmom_,11286.6,150.0,1102.0,24.092255209878015,29.668481279786747,30.19330382083294,27.48265908909702,31.53658131240878,25.968940131812737,25.7433194078107,30.177197910596504,30.15067257722078,29.68830380727612,28.884178306081587,38.99921722335248,25.662921285248864,32.67286789673899,19.90810452198242,51.044757128244946,34.1139014279041,34.79718600824465,34.09149013859715,35.877216088037194,34.255321773167886,33.97570078522294,34.18713854983755,,34.68548187212686,35.72846724486146,37.27781989534983,27.401091340450293,25.25262613595331,41.095853922535895,28.789492878519155,33.7131653068738,36.256063304244556,39.33219729100146,36.02083568446978,28.955975783558074,31.407333616400138,21.852247402403428,24.159555400314144,32.53194219418124,28.70582930283588,26.56275201434191,37.52048956856025,32.483655347013716,40.54262018028224,31.194758259767966,34.762164391875785,40.43160419873304,51.04475712824496
arom0520,1753.4,60.0,667.0,28.06349150314781,30.91326117226062,33.40813448639047,28.0199064902217,25.391220436075525,30.582886576315378,30.582886576315378,33.39357613180156,33.40813448639047,31.04930549959089,27.659559017040223,45.42763604497404,34.98812456080392,34.98812456080392,21.025646748301714,34.038751513526265,32.374322354259625,34.421248644680496,33.48492372121692,35.2145916883541,33.77419917537548,34.796582598377206,34.99807534553401,,34.34011822529743,34.44573848341144,32.345361367788996,25.11686882583405,25.0853805559608,29.958271327956087,28.362780046733732,20.61486577081308,31.361044887103798,20.61486577081308,20.61486577081308,38.466426881526004,31.009789737307784,24.96940471038322,32.374322354259625,32.374322354259625,38.466426881526,33.97271457122588,32.09929484679857,32.62794229443082,32.338005030541,26.869628474281857,30.923815659806255,24.49411043011743,26.49459406253635
hoegod6004,2029.4,90.0,924.0,22.66875400201138,29.62888308565951,29.35977503765857,23.70319057913143,30.646103994206793,24.651397261003826,26.265912050573817,29.29946163027409,29.35977503765857,29.36404009123924,26.756813212050343,36.69493178640701,26.734384801930563,31.76805981718464,22.81913670437498,25.195136575174168,37.62006250195676,34.37278816078419,33.78940230351561,34.94945279533232,34.27786098468026,34.02383958931692,34.173508149953115,,34.25784351552299,34.533169378629495,27.80950362340303,18.399926188861787,18.399926188861787,38.497056749892245,27.58853807529913,32.7163473708028,35.83774430165609,27.62094117422551,41.82855262295272,41.5401384901015,31.195691706774543,48.879565659900784,35.86095147097008,52.30669499591162,39.05763327848564,30.73458730300054,25.19513657517416,32.80400221775637,32.838894427992656,29.833292098410084,46.160685892202665,32.315838515834855,37.52456044192459
alwayspurelu,669.2,90.0,1938.0,24.24592096988272,30.238613943579892,30.768056998776597,27.071158447596158,25.61847908551662,24.980085204936803,24.904954547202706,30.734594804095856,30.741830362179012,30.317577923515287,29.422151320950384,39.24796290124809,25.002344022592638,29.358432287674123,19.639997118690758,34.776938391964904,27.561424550926105,35.56239578813616,34.89590503016206,36.214171360001814,34.954933961558005,35.33005890804708,35.42763412148089,,35.494589982142394,35.81503093597202,29.98988094847774,25.606771389705315,24.87690041608466,42.08219450949427,31.953851748860053,32.04119181351636,35.3380230541545,22.616127442836216,23.42931211464276,32.74785216004378,31.669249642322036,19.739892389716164,27.561424550926105,27.561424550926105,42.08219450949428,24.333871929615594,32.79859557028484,32.92441798747977,32.64885020893739,23.022719778739486,32.747852160043784,26.945068842048403,27.154294609874952
jidud030512,847.6,60.0,349.0,25.957189666145798,27.70122153458376,29.721917363364078,26.30773634162908,33.23713905895642,32.08899792891428,32.08899792891428,29.671217967231627,29.68132098486171,27.43339836128426,28.614560021328646,34.03974717747792,36.00922145001778,36.00922145001778,19.953820506760113,34.12913567286123,17.394803867604413,33.514784322227314,32.9492455505123,34.74436463116568,32.783183377908976,33.00907806647993,33.028955863260464,,33.6135611154553,35.02454154687655,27.10183228356427,26.236441733185877,25.157049309701275,39.49160588975972,28.88765187526564,42.7853305718857,35.01363760973907,33.237139058956416,30.532228326028903,20.668106772083604,30.632181475527734,23.734206616579606,17.394803867604413,17.394803867604413,39.491605889759725,36.00922145001778,32.929775019523014,32.49716997008949,31.61646199526784,29.55710722471048,33.42156585338914,39.491605889759725,25.315971463280412
kies1614,394.6,30.0,469.0,24.95851648761453,30.76793601449926,31.96856830440155,24.591157028304842,27.86774502197511,14.000122344163964,24.106382752730546,31.932400673164018,31.96856830440155,30.85650540472048,29.24640219594496,33.64752272609463,21.20914571288359,21.2091457128836,21.163429432966318,36.48194857177425,28.137065471294683,34.37828535566905,34.105330237611845,34.8038611344844,34.316486081977935,33.86380563523677,34.12091714217979,,34.41134852976291,34.63325406036045,31.261977520271625,25.032099152443966,23.29396475600223,32.83651147264258,15.387027281895937,17.85015598880905,35.73108039799469,30.259874191026984,17.288114653532244,14.550116609859888,30.867218793255976,27.0078838181508,24.017480281879617,28.294988944623423,29.844656637192344,20.253049666449826,17.288114653532247,33.383342096677396,31.824493699334315,26.95505690290514,34.924294302813756,30.22947373810189,36.62199915227804
rain8200,234.6,30.0,1009.0,22.857560407627407,29.82742866705056,30.082681052722652,25.99027864435639,23.657331635978856,25.853019853298534,25.853019853298534,30.043900310548544,30.058773949441022,29.827977173958477,27.89870680489525,37.00056120804624,28.06594579450215,28.06594579450215,19.84939921128463,29.218637453618665,30.744051911542797,52.51821702277701,36.55729424387062,52.51821702277701,36.98223331404459,52.518217022776994,52.51821702277701,,52.51821702277701,36.965741193511086,30.123028515483657,21.33827577721632,21.33827577721632,32.755155554045245,35.17193236856649,26.315679690211947,35.01933911029004,27.0499779106422,28.767610594645987,26.79786905931806,29.106675124409456,21.727902024163516,25.512486051418126,28.189404761117007,30.589456849692333,28.131347736306353,29.21863745361866,32.338374906661706,29.106675124409456,30.042793085332182,35.79697154208257,31.26768670442945,29.935368039375874
thxjamie365,90.6,30.0,417.0,25.376091542579907,29.518684698041678,30.548956005521216,25.03142756373213,30.303584426190103,24.24458013735166,24.24458013735166,30.47539589220889,30.470535884289465,29.361956447405408,29.299449243341392,33.77198320293556,27.20647298063312,27.20647298063312,21.034371725717477,35.08266584989068,26.877148597243743,34.725057279463876,34.208105232497154,35.657392806222695,34.22633158888904,33.93210808143705,34.13783424140405,,34.67204902557722,35.71767984187731,29.834474067621763,26.1068798586596,24.350042471373524,31.72141680253273,28.744142774183427,33.75203196295747,36.05426808689817,32.02780819457378,33.75203196295747,31.93481117493585,27.436810009491428,23.568256947214884,26.877148597243743,26.405162348937765,31.93481117493584,27.321641495062273,33.14916853462917,27.436810009491428,27.436810009491428,30.811230674072473,36.00602359557402,36.00602359557403,28.926901412217273
jo_penquin,111.4,30.0,280.0,26.508564459589977,29.679252175612792,32.35255645446133,25.783804427778975,24.84968046702598,23.779510124919355,24.668127972516444,32.33213722176388,32.35255645446133,29.508909754223573,28.563085227543763,34.748826388131405,25.972517520152067,26.352827840392425,19.9110903831252,34.6821936202646,28.355347566654846,34.55673058132032,34.29938624235899,35.02844790614595,34.208832753244714,35.391640977874836,35.52603084865123,,34.5513530973755,34.565396803284344,29.85929343976567,25.939836007458208,24.780717771867018,30.0669212445073,28.290127075169462,32.10374674911922,37.084820425661086,28.089810610522058,28.089810610522054,29.27126451517001,29.767666890586472,24.269658520322707,25.4331858330729,28.214332809071323,30.26740264140135,23.641098414885242,32.95071930357082,31.36817703895242,31.493245682941417,28.089810610522054,32.23654637269669,23.641098414885242,28.089810610522054
alway0131,4274.6,30.0,385.0,27.464145193078,29.90540648693075,30.470849755475463,26.01408971855294,28.98172944380708,22.28743626236256,22.28743626236256,30.40299372582277,30.39801044363062,29.76761768391563,29.5821928856188,33.98594567577356,25.01023028835118,25.01023028835118,21.370808184207302,35.026766368755496,27.960664599286513,35.02449397803991,34.498724771635686,36.047148612938635,34.6314812084347,33.803834449768104,34.025149933855865,,34.92822907179205,36.324105492495995,29.62932432459483,25.934987539951585,24.550443836182975,34.4354258400004,28.588950288229878,29.71658168315008,36.705885988713604,28.981729443807076,31.223960954445072,28.48197631189825,31.438869440149386,24.291004173497388,24.804866823638566,28.80800723984372,30.673188347963535,25.01023028835118,32.9253699624257,33.19773406737722,32.93151862748755,31.019199582743433,34.43542584000039,34.4354258400004,28.981729443807076
delphine0327,2626.0,30.0,401.0,43.33622351088484,29.83355348055265,32.82033055428487,27.31836263149165,20.26894920055036,24.892410213222032,26.053431184599823,32.76459724772628,32.77699699741992,29.714463619895575,20.268949200550356,33.360050599898166,25.95239381481746,26.40593962245885,19.48797166956688,28.350822966563562,20.268949200550356,34.51285267092968,34.1273601414512,35.76834822171089,33.993615735354446,34.30684103647573,34.34634083700894,,34.602226564190126,35.4674852456078,20.268949200550356,23.65690391388531,22.296176191170026,37.87675334123318,28.712536853000966,34.314412634278035,35.911649295138766,34.314412634278035,32.3008509280616,27.09681739849498,37.87675334123318,22.639020146087276,23.198177023159467,24.85844565875995,28.083700406369136,25.923565381823384,28.947244197957783,37.87675334123318,37.87675334123318,32.3008509280616,32.40732516714597,25.49055225546881,27.754401735169345
wmelon29,147.8,30.0,789.0,26.508635586503768,29.67921450398057,32.352334317963624,25.783804428583828,24.849680430134075,23.779430104679733,24.66812793239768,32.331916589872804,32.352334317963624,29.508890042444705,28.56308504280596,34.748826388992086,25.9724307657383,26.352739071619734,19.91109038519124,34.6821935075161,28.355229712026663,34.55673057988766,34.29938624119259,35.02844790548304,34.20883275192942,35.39164097870062,35.52603084942157,,34.55135309594798,34.56539680169892,29.859293435928443,25.939835877359172,24.780717662983378,30.066921243493866,28.29012707588664,32.10363223086647,37.08482041942627,30.16775563963164,30.167755639631636,29.271183156114137,29.767666892197056,24.269658520956284,25.43307312430923,28.214174759146616,30.26728682187584,25.38994975514667,32.95071920063726,31.36817703818374,31.49324568188606,30.167755639631636,32.23654637219409,25.38994975514667,30.167755639631636
nagi_729,824.0,60.0,804.0,25.99984791149547,29.52253001759054,30.98406865544247,26.13143953920665,25.678803256943755,29.9691945369186,29.9691945369186,30.98406865544247,30.98406865544247,29.471090335689148,27.478131428760825,35.37371076299185,33.63044758048256,33.63044758048256,21.06389469548559,34.307880583915164,36.124628239373294,33.43356539086088,33.95216441588977,33.91443129898188,33.78138512923377,34.61597145174119,34.56140219381243,,33.62873643091112,34.118951914428315,30.051344637498133,25.838801759749813,24.975244017425098,28.363411106633976,27.626948869249226,35.396633793675605,34.62019286012403,35.396633793675605,29.723367700488062,30.40340510833706,30.40340510833706,27.0500369229145,26.02672934896036,28.439412214095363,31.203616550901888,26.935812121534667,32.330947981118946,30.38816447840516,30.40340510833706,29.723367700488062,31.47661142965531,20.24117666258677,29.723367700488062
silpid59,123.8,30.0,372.0,26.145533797387266,29.955119126530384,33.01034534857943,26.99880708693788,21.849970915748955,23.758985948586066,24.547415289779163,32.93241156647138,32.920887612309926,29.948241672276104,28.94171596014799,34.81662583715362,20.84051332011799,20.84051332011799,17.65611169810676,34.27203522397074,27.827778845705375,35.72872567379444,35.10211159532851,36.715750488714,34.965027133428826,35.294805912927515,35.374159961505796,,35.640476566601215,36.525608527239406,29.78489654415761,25.175900296527775,24.316492666753195,32.98695405962241,28.726112954757227,31.631961814152508,35.56812252568984,29.2204345844836,30.019082407770874,29.625781961960175,35.025554536419136,17.745916296991286,26.177160940624475,27.827778845705375,31.10310190495716,26.184609771700448,32.408345967977525,35.02555453641914,35.02555453641914,30.649794859615945,32.60634433410422,28.810670678840065,26.17716094062447
eunjxx_108,95.8,30.0,579.0,24.52764420288224,30.185310656201736,33.17173633822704,25.016474190768317,26.663204992885188,22.186356994847422,22.186356994847422,33.1658354998177,33.17173633822704,29.9899520392183,26.57909072355356,23.3669834877124,21.875108647252635,28.513282350712583,38.01757819372823,34.33951402963475,27.048856640140986,33.87998822258223,34.50193748648195,34.28749643693752,34.4264934379258,33.69553062583439,33.92372430521341,,34.043703337011245,35.08795946209576,29.823400690512578,25.790580767579492,24.92131504454968,21.606589477606914,27.228553211148842,24.218890646058064,29.78205576643115,25.06533494063717,22.41308496007629,28.01552298362691,28.76874403342255,31.316830204980807,24.10232683623051,26.581850103177317,28.82338037733146,21.939772709372715,32.83586616467156,30.651282158232465,30.5458520917569,22.41308496007629,31.445581115010356,16.631220871814488,22.41308496007629
oboist1123,214.8,30.0,442.0,34.40750994304329,32.65548558360291,35.82001504955268,29.843382539788564,23.56617567202466,36.76548794518895,36.76548794518895,35.82001504955268,35.82001504955268,32.780869257724355,28.199387551989837,55.6969840595591,27.099738253022423,27.481246502587354,18.60603813949451,35.5720746622398,27.639006317802636,34.604540992560224,33.568345686734254,34.9498263407012,33.76997951988957,35.37864597089133,35.57384646406363,,34.56668206727499,33.70195143193216,30.4466524674742,25.779132317884155,25.376811290936068,24.147781468463485,28.288323335909123,32.95446600320582,33.28477986193615,28.01331654899322,30.75280971713503,28.31158198673737,29.91344152677103,22.47022156085855,25.173924229374705,26.676783639340517,29.622447945775384,34.29779454263057,33.067003416307216,31.271527507119963,31.268547383131327,30.75280971713503,30.001497585945927,28.18797319891432,30.75280971713503
melonheads,3619.6,60.0,813.0,25.243820210516656,29.51798712969639,31.290139642461323,24.81166547902078,26.33370739347703,22.307344570477444,24.261452684825752,31.256927845291827,31.243241403243257,29.427956261582615,27.658616928291533,33.77837555105736,33.79397049769222,33.793970497692236,21.267849831155573,33.87886889616562,29.582621114834172,40.24052412013679,40.24052412013679,40.24052412013679,40.24052412013679,36.65829878017319,36.8747331231962,,40.24052412013678,40.24052412013679,29.07924638637994,25.75694756074239,24.304101787266845,30.91041193484329,24.517194282639455,31.840708109602776,42.60624347775696,35.85849720072194,35.85849720072194,35.14939153399555,30.16688526905798,25.970045805319103,29.582621114834172,29.582621114834172,35.14939153399554,24.51719428263946,32.454683885924844,31.441859945963415,31.900524714000994,29.651950665239216,33.908308140427,28.54900701301534,32.720559157778055
ssb84351,323.8,30.0,883.0,21.36941698070122,28.83299369641096,31.816514130223663,29.142841407338206,17.81702674516554,24.547805654203426,26.177319559647707,31.7949310395381,31.749002619844273,28.816884818260498,28.571414841572984,34.59163650338003,24.459599868572745,27.05670576039442,19.25872264412788,34.03770635263451,16.901363786653146,34.30865518035981,33.50616259077491,35.215328248952055,33.656359297942544,33.79599354861647,34.04234509910459,,34.203950060369465,35.01847158426199,29.81033996659672,24.857626100099736,24.857626100099736,31.02017675602204,21.76731632910836,27.14319175022644,33.95714414417675,29.123756433021978,30.0283716510086,20.081812591571474,30.587054177785834,13.44703246815431,16.901363786653146,16.901363786653146,20.08181259157147,27.206947595894565,34.0377063526345,32.221886995646045,31.596410832052335,29.686788899385604,32.20105977270935,29.342923789931096,16.901363786653143
hyey00n,1122.8,60.0,270.0,27.99603078709091,30.99826265751181,34.05574647872487,27.091739665911604,25.747380286165978,24.619136281658736,25.878126436636897,33.95878262766106,34.05574647872487,30.768346621806316,28.937375422619102,36.1122130654973,26.59962248160373,26.667996125169005,21.00853684579725,34.40175408392058,27.016004387993394,34.141531411936775,34.876184233054424,34.141531411936775,34.140538868083325,34.14153141193677,34.141531411936775,,34.141531411936775,35.80019395557249,29.1589629820267,25.341805339470735,25.22236885006238,30.992576418866403,28.888730434424094,32.34968166743716,36.52963661986487,29.36868638655206,30.04240406514988,28.62928048784929,31.010147656490243,24.149443016300896,24.56637461264609,27.199777969417802,29.968588233017904,26.551699025578813,33.212931701369406,32.75828344088977,32.61939930361443,29.43297864354147,33.71385099831135,29.58727055989089,28.594828216227675
cyber3578,3253.0,60.0,2081.0,28.19257637104316,29.760159382333537,30.778821872418273,26.121702541286936,27.08172191122683,22.59324471850633,27.397671204705198,30.723868418233415,30.727425358739964,29.773506069591203,29.2994693742565,34.5384522323522,28.51213982141756,26.104684108246868,16.145238829050463,34.722086085615736,30.963644752666347,34.91440725436516,34.28418233721173,35.773582310343315,34.35385838590797,34.49685835500805,34.688389699107994,,34.913940930866524,35.474549654488065,29.708903589242453,25.565762717429457,24.26210514748845,32.42243919446189,26.26795538083096,36.530228272940256,35.17505999074864,31.16293104209124,31.9648820714582,29.562248001674096,38.61034007705285,16.227358648053034,25.908997986929084,37.441826546007086,29.259867506912087,26.52800510556469,32.29604825939244,32.97393831903186,33.29421017327153,34.711513639430535,36.53716513303835,30.864217835195177,29.841647568927737
