보석십자수ad,아이러브페인팅,캔버스,진짜,취미,생활,도안,제품,함께,사용,추천,는데요,비즈,부분,구성,더라구요,고체,정말,그리고,방법,작업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보석십자수notad,세요,큐빅,다가,입니다,네요,해바라기,액자,습니다,생각,바로,다고,아니,사진,선물,지만,이번,만들,보석,는데,사이즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보석십자수tfidf_ad,구요,1.6280360136229612,비즈,1.5154899157074901,습니다,1.4705782167421748,고요,1.4554688449299793,더라구요,1.450812872248063,라구요,1.4439359345129896,습니,1.4220926844511506,더라구,1.4129049228580204,라구,1.408299017205863,큐빅,1.4012667854294694,페인팅,1.3999746429067366,어요,1.3611591085719448,더라고요,1.3382356481114617,더라고,1.3203556430273566,아이러브,1.2796732846575458,러브,1.2743606814866106,아이러브페인팅,1.2675244876513034,이러,1.2302316715972994,버스,1.189339409427002,캔버스,1.1877119448787536
보석십자수tfidf_notad,비즈,2.129491822861497,니다,1.5911392205374537,어요,1.5258614438929907,큐빅,1.3851276157980148,아이,1.3607166640916277,습니,1.354434432402104,습니다,1.34402187713637,액자,1.2498290299368744,고요,1.2165237651916396,도안,1.214287269140903,페인팅,1.169408955232854,취미,1.0521059962776078,작업,1.046823147542862,더라,1.0430198629797476,구요,1.0296652462624922,바라기,1.0192551661513336,해바라기,1.0126726115955946,라기,1.0049705306966958,버스,0.9898078916996375,바라,0.9861428212061559
미니어처ad,설명서,제품,다양,사용,아이,더라구요,해요,부터,때문,함께,구매,면서,에요,필요,다른,라고,하우스,까지,조립,합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미니어처notad,사진,인형,네요,제작,입니다,오늘,세요,미니어처,미니,소품,작업,너무,많이,만들,지만,으면,이런,붙여,는데,해서,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미니어처tfidf_ad,푸들,2.8853671569896284,만들,2.724934909133762,포켓몬,2.3996824448069143,포켓,2.379749445349172,어요,2.2739057642584775,습니다,2.0652335572792224,분양,1.832359397613065,하우스,1.7444424068832658,우스,1.7444424068832658,하우,1.7148309750661066,구요,1.6169577077836974,데요,1.5668144696634805,실버,1.562894780317026,만들기,1.5448207999615187,조립,1.4910792290936017,아이,1.37674066097409,프린터,1.3473230864801946,더라구,1.3203134724162335,더라구요,1.299188456857574,슈나우저,1.2172302256266954
미니어처tfidf_notad,어요,1.3229693903684567,하우스,1.303117206853693,하우,1.296911055887938,우스,1.2947388307101468,만들,1.2167873263808864,만들기,1.1298722148059082,인형,1.0735152695773367,니다,1.0709208837201942,아이,1.0463134806099013,습니다,1.0414548314981176,습니,1.0297175949083655,네요,0.9857986494321515,소품,0.9590359174739709,작업,0.9161459209991518,조립,0.9155436531937658,구요,0.8979055768174832,제작,0.8890978179961094,하나,0.8505593623775833,수업,0.8435990248490475,제품,0.80286627823125
펀치 니들ad,키트,더라구요,생활,아이,소품,바늘,원단,취미,처음,도안,때문,펀칭,수틀,함께,에서,다양,진행,자수,구매,준비,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
펀치 니들notad,그리고,너무,지만,수업,해요,털실,시간,사진,느낌,그림,아요,생각,습니다,공방,다음,에요,는데,답니다,합니다,많이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
펀치 니들tfidf_ad,클래스,1.8842055589422415,래스,1.8842055589422415,구요,1.696569164604958,원단,1.458807774004815,바늘,1.434145952782376,어요,1.4168901392528674,더라구요,1.401901417125769,더라구,1.3995032675664993,소품,1.3732653608351373,미니,1.354212682139496,라구,1.3376549208459458,자수,1.3340980769230075,에코,1.2128711028727142,아이,1.2003386355485386,더라,1.196504061680858,작업,1.1804027367811427,수업,1.1036327651822566,키트,1.1036327651822566,고요,1.0660037635308424,작품,1.059272741449193
펀치 니들tfidf_notad,수업,1.4422565267551717,래스,1.3970555515234744,클래스,1.3950739124432991,니다,1.295597276590715,자수,1.244145029197223,바늘,1.230008917146263,어요,1.206409673178685,원단,1.148577863026776,작업,1.0884196063812894,습니,1.057743760193048,습니다,1.0448966538954867,작품,1.0101299424077892,도안,0.9899020931641452,취미,0.9074102520671332,공방,0.871140412538296,아이,0.8517385512009309,부분,0.8511659415785696,자격,0.8449735709522244,시간,0.8407296189360777,진행,0.8202510058042898
3d펜ad,제품,가능,더라고요,저온,선물,교육,출력,구성,답니다,연습,다양,사용,까지,그리,함께,버튼,어린이,해요,조절,에요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d펜notad,습니다,작품,수업,많이,네요,구매,라고,완성,이렇게,만들,합니다,체험,으면,지만,너무,만드,연결,는데,정도,작업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d펜tfidf_ad,고요,2.003661132096203,구요,1.9915238542879532,드로잉,1.9220578384350626,수업,1.894445405149831,어요,1.8201789663198151,라고요,1.7442095018450121,더라고요,1.735125077356236,더라구요,1.7211690484788178,더라고,1.7182179256010095,더라구,1.7144751233321085,라구,1.7074180485635058,교육,1.6988534821172374,저온,1.5626653743483965,체험,1.5589239785105917,취업,1.522042332687415,강의,1.4562733135593477,퍼스트,1.453718482930886,퍼스,1.4479161905515823,선물,1.4353355618902575,버튼,1.3880508522647417
