,Title,Blogger,Post URL,Post,Image num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
0,집순이 취미 일상으로 보석십자수 하고 있어요,집 꾸미기 홀릭 by 승승,https://blog.naver.com/gasina5508?Redirect=Log&logNo=222253956115,"​​​요즘 보통 집에서 뭐하고 지내세요?저는 원래도 집순이인데더 집순이로 살고 있는데요~ㅎㅎ그래서 아이랑 몇주전부터 집순이 취미로 보석십자수를 시작했답니다.​사실 이걸 하기 시작한 이유는한참전에 디즈니 보석십자수 만들고 싶다고아이가 사달라고 졸라서 사줬는데제가 더 재미 있는거예요 ㅎㅎㅎ그래서 하루에 한두시간씩 요즘 집순이 취미생활로 보석십자수 하고 있어요​​​처음에는 이렇게 컬러가 별로 없는 걸로시작했고요~생각많이 하고 스트레스 많은 제게너무나 힐링이 되더라고요. ​아이랑 같이 있는 시간이 많아서서로 심심해 한 적이 많은데그럴때도 심심하지 않게 만들어 주어서좋았고요~~!!디즈니 보석십자수는 피글렛을 골랐는데하고 나니까 너무 이쁘더라고요이때만 해도 이렇게 포스팅 할 생각이 없어서과정도 없었네요 ㅎㅎㅎㅎ암튼 처음 시작하시는 분들은좀 작은 사이즈에 보석 색깔이 적은걸고르시길 추천드려요~​디즈니 보석십자수는 25*25cm 인데아이랑 쉬엄쉬엄 해서 한 4~5일 걸린것 같아요^^​​​​그리고 요건 두번째로 한 보석십자수~정말 화려함의 끝을 보여주면서컬러도 엄청 다양해서처음이랑은 완전 차원이 다른 도안이었는데요​요건 사이즈도 커서 더 오려걸리고 집중력도 더 요하더라고요.​그래도 하고나니까 완전 뿌듯하면서 ㅎㅎ할때는 힐링이 되는 스트레스 풀리는 집순이 취미라서 너무 좋아하고 있어요.​​​처음에 디즈니꺼는 인터넷으로 주문했는데요요건 집 근처의 대형 문구점에서 아이가 샀어요~사실 이것도 아이가 자기가 할거라고 샀는데제가 거의 다했어요 ㅎㅎㅎㅎ​가격은 둘다 만원대로 저렴한듯 하고요​​​박스에는 구성품 소개랑처음 하는 분들을 위해 과정 설명을 볼 수 있어요사실 아이는 저 5번 그림인줄 알고 샀다는데..꺼내보니까 다른 그림이라서 완전 실망했었어요 ㅎㅎ그래서 제가 거의 다 하게 된...(저는 힐링하고 좋았지만서도요)​​​​캔버스로 되어 있어서 편하게 작업할 수 있고요다른 제품은 원단으로만 되어 있는 것도 있던데후기를 보니까 조금 불편하다는 분들도 있더라고요~~그래서 저는 캔버스로 된제품을 디즈니 보석십자수 살때 구입했었어요!!!​*구성품은 캔버스, 보석비즈, 도구들이 있어요​​​​그리고 이렇게 보석비즈 숫자 안내종이가 있고요이거 헷갈려서 저는 중간에 다른 컬러열심히 붙였다가 다시 떼는 대참사를 겪었답니다이거 꼼꼼하게 보고 잘 붙여야 해요^^​​​​디즈니와 달리 엄청난 갯수의 보석비즈들~총 26개 색갈이 들어있었어요.(아이는 이 컬러갯수만 보고 도망갔어요 ㅎㅎ)​​​​그리고 트레이랑 전용펜, 고체풀이 있고요​​​보섯십자수 하는 법은고체풀에 전용팬을 꾹 찍어서 비즈를 전용팬에 살짝 붙여준 뒤에 캔버스에 완전 고정해서 붙여주는 방식이에요캔버스의 접착면이 더 좋기때문에잘 붙을 수 있어요​​​​그리고 이렇게 트레이에 원하는 컬러의 비즈를적당량 덜어주고 난 뒤에살짝 흔들어주고 툭툭 쳐주면이렇게 붙이기 좋게 배열이 되거든요~!!하다보면 요령이 생겨서 나중에는 엄청 빨리 정렬시킬 수 있어요ㅎㅎㅎㅎ참 너무 많이 비즈를 트레이에 덜면나중에 그 색깔만 해서 지겨우니까조금씩 덜어서 하는 것을 저는 추천드려요​​​그럼 이제 붙여볼게요.한땀한땀 십자수 놓듯이 보석비즈로 수를 놓아주면 되어요​정말 정신수양이 되면서명상을 하는듯한 효과를 주더라고요예전에 왜 엄마가 이렇게 집순이 취미생활로 십자수를 놓으시고펀치니들을 하시고, 또 프랑스 자수를 하셨는지 이해가 되더라고요.​완전 스트레스가 풀리면서마음이 차분해지고 밥할생각도 안하고 자꾸 빠져드는ㅎㅎㅎㅎㅎㅎㅎ암튼 그런 집순이 취미랍니다. ​ ​참 겉면의 비닐은 조금씩 떼면서 하셔야 캔버스 접착면에 먼지도 안붙고관리하기도 편해요~!!하루에 조금씩 하기때문에 오랜시간을 잡으시고천천히 느리게 한다는 마음으로 하시면너무너무 즐거운 취미 일상이 되고요~​다만 빨리 완성해야지!!!이런 마음으로 하면 이것도 스트레스가 되어서별로 안좋답니다. ​암튼 저는 느릿느릿 거북이처럼 천천히 해서 일상을 즐겁게 보낼 수 있었어요​​​​사실 집콕생활하면서핸드폰 붙잡고 유튜브를 보거나인스타를 들어가거나 하면서시간을 보내는 일이 많았는데이렇게 보석십자수 하면서 부터는 차분하게 테이블에 앉아서 아이랑 이야기 하면서 놀면서 붙이니까 너무 만족스러운 일상이 되더라고요~~​특히 핸드폰 멀리하는게 제일 좋았고요장점이 참 많은 취미예요​​​​참 저처럼 컬러가 많은 보석십자수를하신다면 이렇게 낱개로 보석비즈들이 담겨있는데요 한번 뜯어서 사용한 뒤에는이렇게 마스킹 테이프를 입구에 붙여서 다음에 할때 찾아서 하면 비즈 잃어버리지도 않고쏟아질일도 없어서 너무 좋고요​보석십자수 하실때 참고하세용^^​​​​저는 넓고 오목한 접시에 이렇게재료들 모아두고 테이블위에 두고생각날때마다 틈틈히 해주었어요​그러면 정리도 잘되고집안 늘어두지 않고 딱 보기좋게취미생활할 수 있답니다^^​​​​차한잔 마시면서 햇볕 받으면서이렇게 겨울 일상을 보냈네요~​사실 처음에 할때는 언제 완성하겠나~~이랬는데 조금 씩 하다보니까벌써 완성이 되었어요.​나중에는 조금 아쉬운 마음이 들어서다음에 할거 주문하려고 해요.​저처럼 스트레스 많은 사람은이게 집순이 취미로 딱 좋드라고요​​​​참 나중에 비즈 트레이에 덜어주니까아이도 자기가 하겠다면서 같이 했는데요~~​아이들이 하기에는 컬러가 많은 것보다는처음에 보여드린 디즈니 보석십자수처럼컬러가 적은 것을 추천해드려요~~!!그래야 지치지 않고 애들도 할 수 있답니다​​​요정도 사이즈에 컬러가 4~5가지 있는것이 아이들 집중력에도 좋고 중간에 포기하지 않고 할 수 있는 방법이랍니다.​​​​디즈니 보석십자수는 지금 아이방에 걸어주었어요. 가벼운 캔버스라서 실리콘 양면테이프로도쉽게 붙일수가 있었어요.​그나저나 피글렛이랑 친구들인곰돌이 푸우랑 티거랑 이요르랑 다 만들어 주고 싶네요​​​​이번에 한 러브도안의 보석십자수 다 완성하고같이 두어보기도 했네요~​사실 예쁜 도안 많은데 아이의 실수로 이걸 골랐지만 나름 이쁘고 러브는 중요하니까 거실 장식장위에 살포시 두어봅니다^^​​​​액자 걸려있던 자리에도 한번 걸어보고요~이것도 캔버스로 된 보석십자수라서편하게 걸수 있었어요. ​​​이렇게 오늘은 제가 몇달전부터 집순이 취미로 하고 있는 보석십자수 일상을 보여드렸는데요~​바쁜 현대인에그리고 많은 정보로 넘쳐나는 이 세상을 살면서 조금 지쳐있는 분들에게차분하게 일상을 보낼 수 있는취미라서 추천하고 싶어요. ​저는 정말 하면서 힐링했고또 천천히 사는 법을 조금 배운것 같거든요.​정말 무리하지 말고천천히 하루에 틈날때마다 하시면스트레스 해소에 좋은 집순이 취미가 될듯해요~!!저는 추천추천!!​​​​​내돈내산 취미생활​​뉴 240
84007
",29,621,0,1,4757.4,218,,2021. 2. 23. 20:05
1,수면등 무드등보석십자수 예쁘게 하는법,초록여신 핑거쇼룸,https://blog.naver.com/flute8248?Redirect=Log&logNo=222436125425,"푹푹 찌는 뜨거운 날씨 한여름이니 그저 당연하겠죠... 그러려니~ 당연하다 여기며 이 또한 지나갈 테니 몸도 마음도 무더위에 지치지 않게 정신적으로 좋은 생각하며 슬기롭게 보내는 게 가장 중요한 시기인 것 같아요.​이런 시기에 저의 초록여신 핑거쇼룸은 가뜩이나 늘 오픈되는 공방이 아니었기에 미리 카톡으로 연락 주시는 분들에 의해서만 오픈되고 있는데요,솔직히 날씨가 더워지면서부터는 비즈공예팔찌만들기 관련질문 계속 이어지고.,그보다 더 꾸준하게 물어보는 것 하나가 바로 무드등만들기 보석 십자수 라마입니다.ㅎㅎ오늘 무드등 보석십자수 하는법과 예쁘게만드는 간단한 팁, 구입처까지 알려드릴게요~​​​라마의 초롱초롱한 눈망울과 모여있는코와 입이 너무도 귀엽고 예뻐서 워낙 좋아하는동물인데요, 무드등 보석십자수 만들며 그대로 표현이 잘 되어있어 정말 즐거웠거든요.​당시 바쁜 시기에 만들었기에 간단하고 빠르게 완성할 수 있어 더 좋았던 결과물이기도 했고 지금까지도 제 마음을 편안하게 만들어 주는 무드등겸 저에게는 만들어 놓고 더욱 만족스러운 예쁜 diy이며 조명도 되는 그야말로힐링템 인테리어소품인 샘이죠.​보면서 기분 좋은 소품들을 많은 분들이 알아봐 주셔서 감사했기에 얼마 전 선물로 만든역시 제 눈에는 한없이 예쁜 아기수면등 유니콘 보석십자수 오늘 담아보네요~​같은 무드등만들기로 담아도 되겠지만유니콘 스탠드조명 주인은 제가 아니고 처음 만들려고 했을 때부터세상에 태어난 지 얼마 안 된 귀여운 왕자님 생각하며 만들었거든요.​유니콘 동그란 조명 LED등 처음 비닐 뜯을 때 손으로 확~ 잡아 뜯으면 조명이 떨어질 수 있으니Tip. 조명 부분 반드시 가위집 내어 비닐 제거해 주세요.공방에서 핑거베베 태교과정 하는 분들 중 아기수면등으로 함께 만들기도 하는데, 가끔 만들기도 전에 LED등 떨어져 속상해하시는 경우 종종 있거든요. 다시 끼울 수 없으니 미리 조심하는 게 좋습니다.​​​무드등 보석십자수 구입처는 울트라 패션으로 종류 많지는 않아요. 그래서인지 가격은 착하고 할인도 하고 있으나 지퍼백이 아닌 불편함과 트레이 바닥도 민자로 되어 있으니 참고해 주세요.Tip. 보석은 지퍼백에 옮겨 담고 사용하면 좋습니다.제가 사용한 것과 같이 작은 사이즈의 지퍼백에 옮겨 담으면 작업하는 동안 편할 뿐 아니라 남는 보석 보관하기에도 좋습니다. 참고로 유니콘은 반짝이는 큐빅 보석 없습니다. 개인적으로는 좋아하는 스타일이지만 큐빅 좋아하는 분들은 참고하세요.지퍼백에 넣어 라탄 트레이에 담고 보니 컬러비즈 구성 얼마나 달콤하고 예뻐 보이는 죠. 딱 요런 느낌 작업하는 내내 기분 좋음이거든요~​​​완성작 아닌, 막 상자에서 꺼내어 겉 비닐 랩만 제거하고 사진에 담은 유니콘인데워낙 기본적으로 담겨 있는 색상이 참 예뻐요~이대로 전구 끼워 넣고 사용하면 은은하면서 예쁜캐릭터 LED스탠드조명 되는거죠.^^​​보석십자수 하는 법 워낙 간단하고 쉽죠.원형 트레이에 십자수도안 기호와 보석 색상 맞게 일치하는 보석 담고 전용 펜 안쪽에 고체풀 들어가도록 꾹 찍어준 후 보석 붙이고 기본적으로 유니콘에 접착이 되어 있으므로 척~ 하고 붙이면 되는 방식이죠. 하다 보면 속도도 붙어 빠르게 진행이 척척~​​이쯤에서 좀 더 디테일하게 예쁘게 보석십자수 하는법 간단한 팁 알려드리면, LED등 근처에는 십자수도안, 즉 보석 붙이는 곳이 없어요. 하지만 다 하고 보석 남을 정도로 넉넉하므로 LED등 옆에도 남는 보석 더 붙여 넣어주어 더욱 퀄리티 있는 취침등 무드등만들기 되는거죠. 조금 더 시간과 정성을 들여보는 것! 아주 간단하죠?^^​​보석십자수 하는법 대단한 팁은 아니지만, 분명 이렇게 간단한 방법을 시간과 정성을 담아해주고 나면 완성도 있는 취침등과 무드등으로 손색없거든요.아기수면등으로 선물하기에도 으쓱~ 즐거운 마음으로 준비할 수 있고요.^^ 그러니 남는 보석 많은데 이 방법 안 할 이유가 없죠.​​다 하고 난 후 정면에서 보는 것보다 측면에서 확인해 보면 빈 공간이 눈에 들어온답니다. 단, 여기서 중요한 점은 바탕에 색이 담겨 있으므로 보석 크기를 생각해서 가능한 곳에만 더 붙여주는 게 좋아요 무리해서 무조건 붙이다 선을 넘게 되면 자칫 기존 붙였던 게 밀려 예쁘지 않을 수 있으니 기본적으로 바탕 십자수도안 그대로 만든 후 많이 비었다 싶은 곳에만 해주면 좋습니다.​​​측면 확인 후 빈 공간 채워주고 있습니다. 꼬리 부분까지 알차게!!​​유니콘 머리, 입, 흰색 보석 들어간 부분도 충분하게 접착부분 있는 곳 붙여 조금 더 통통한 유니콘 만들어주었어요.^^보석도 아낌없이 사용해 주었고, 빈 공간이 보이지 않아 훨씬 완성도 있는 아기수면등으로 탄생되어 만족스럽습니다.​​​상상 속의 동물 유니콘~ 환상적인 판타지 세계에 등장하는아름다운 말의 모습이자 좋은 의미로 생각하며아이들 인형으로도 종종 만나볼 수 있듯이아기수면등, 취침등으로 그저 편안하게숙면 취하며 건강하게 잘 자라기를바라는 마음으로 만들어 봤습니다. ​​​​영상으로 보시면 취침등 겸 아기수면등 한 손으로 켜고 끄기 정말 편하고 간단해서좋다는 것 알 수 있을 거예요.^^그리고 스탠드조명이라 세워놓아도 예쁘고눕혀 놓아도 뭐~ 나쁘지 않고..즉, 아기수면등 뿐 아니라 꼬마 아이들  취침등으로 사용해도 아이들 정말 좋아하거든요.​​​​​아기 기념사진 찍을 때 많이들 함께 찍어도 정말 좋은 아이템이 될 거예요.~​두루두루 다양하게 활용하기 좋은 만큼이왕이면 엄마와 아빠가 직접 정성 듬뿍 담아보석십자수 예쁘게 만들면 더욱 좋을 거고요.아빠가 만드시는 분들도 있거든요.^^​​​​하도 부탁하셔서 저도 가끔은 제 작업하는틈틈이 아기수면등 만들고 있고 제 지인분께 드리기 위해 이만한 선물없기도 해서 만들기도 하지만, 제가 볼 때 아기를 위해서는 부모님,또한 할머니, 이모 등 가족들이 직접 만드는 게 가장 좋더라고요.^^​그럼 무더위에 항상 건강 유의하시고 예쁜 손놀이하며 시원하게 보내기로 해요~^^​​​​​0 매일0 일 은
더행보래지세요
7
",30,660,53,1,5657.4,231,,2021. 7. 19. 9:00
2,집순이 취미생활 다빛 보석십자수,김아모의 네일&뷰티 블로그,https://blog.naver.com/skyekthf0228?Redirect=Log&logNo=222296682044,"​​안녕하세요! 아모입니다:-)오늘은 오랜만에 비즈십자수를 해봤어요집에서 할 일이 굉장히 많은데 갑자기 슬럼프가 와서머릿속 정리 좀 할 겸 오래간만에 보석십자수를 해봤는데저번에 했던 디자인보다 훨씬 예뻐서바로 액자에 담아서 거실에 장식해놨네요ㅎㅎ​​​​액자는 별도로 구매할 수 있구요!저번 비즈십자수 하면서 액자가 있으면 좋겠다는 것을격하게 느꼈었는데 그림에 어울리는 블랙 액자라그림이 더 살아 보이고 예쁘더라고요​​​​액자를 구매하시면 꼭꼬핀?을함께 주는데 저는 이미 못 박힌 곳에 걸어놔서꼭꼬핀은 사용하지 않았어요:-0​​​​요런 식으로 되어 있어서 작은 못은걸 수 있겠더라고요 있겠더라고요​​​​다빛 보석십자수 중 B05 디자인을 선택했어요거실에 해바라기 그림이 있으면 좋을 거 같아서해바라기 그림으로 했는데 보석십자수라반짝반짝해서 더 예쁘더라고요!​​​​보석십자수를 하는 건 이번이 두 번째인데주름이 쉽게 생기지 않은 패브릭 원단이라큐빅 붙이기 아주 좋아요사이즈가 있어서 저는 해바라기 큐빅십자수 완성까지만일주일 정도 걸렸어요:-)물론 중간중간 쉬고 하긴 했지만 시간으로 따져도24시간 훨씬 걸렸을 거 같네요 ㅠ_ㅠ..​​​​구성품이 저번에 했던 것보다 더 다양하더라고요특히 펜은 최대 3개까지 잡을 수 있는 펜과최대 6개 , 최대 9개 잡을 수 있는 펜 3가지 종류로구성되어 있어서 더 원활하게 작업할 수 있었고처음 보는 펜도 있었는데 라인을 정리할 때 사용하는 펜으로아주 유용하게 사용했어요없어도 불편한 건 없지만 있으면 편한 펜이었네요:-)​아 그리고 이번에는 핀셋도 두 개 주고저걸 뭐라 하더라 보호대? 같은 것도 있어서손가락 편하게 작업할 수 있었어요!​​​​여전히 많은 비즈들!ㅋㅋㅋ이번에 작업할 해바라기 디자인은 조금 쉽지 않을까싶어서 했지만~ 비즈 숫자는 어마어마하네요물론 완성하게 되면 요 비즈에 반절 정도? 남아요여유분을 엄청 많이 주기 때문에 아주 좋답니다​​​​가로 사이즈의 해바라기 디자인이고요다빛 들어가 보시면 디자인이 굉장히 다양해요전 그중 꽃 디자인을 했는데보기에는 단순해 보였지만 디테일함이 있어서조금 힘들긴 했어요:-0​​​​그래도 이번 도안은 같은 색이 붙어있는부분이 많아서 조금 더 수월하게 작업할 수 있었어요그리고 접착력이 굉장히 강해서액자에 담을 때 비즈 떨어지는 게 적었네요!​​​​4개 모두 보호대를 촥 차주고본격적으로 작업을 해보도록 할 겁니다​​​​제가 이번 보석십자수를 두 번째로 하는 거라이번에는 비즈가 담긴 지퍼백에 기호를 미리 그려서 작업을 했어요사진을 찍진 못했는데 위 사진 기호를지퍼백에 붙어있는 숫자 옆에 그려서 도안 작업을해야지 더 수월하게 할 수 있어요!​​​​먼저 요 핑크색 고무 같은 걸 펜으로 찍어서펜으로 비즈를 집을 수 있게 해줘요!​​​위 영상 보시면 아시겠지만 커터 칼로 조금씩비닐을 잘라서 작업해 주시는 게 좋아요!한 번에 뜯어버리면 먼지가 붙기도 하고하루 만에 작업하기 어려운 거라잘라서 작업해야지 손에 달라붙지 않더라고요​​​​마지막 남은 부분은 솔직히 너무 힘들어서대충 하긴 했는데 티는 안 나네요^^확실히 액자에 담으니 더 멋스러운~!​​​커팅 면이 많은 비즈라 빛반사가 장난 아니에요완전 반짝반짝 예쁘죠?비즈 붙이면서 몇몇 개 비즈 불량이 있긴 했지만불량은 적은 편이였어요​액자에 담아보니 더 예쁘기도 하고!뭔가 보람도 있어서 몸은 고생했지만재미는 있었네요XD다시는 안 하겠다 다짐을 해도 또 할거 같으니남은 도구랑 비즈는 고이 모셔놔야 되겠네요~​그럼 전 다음 리뷰를 들고 다시 올게요!​글은 블로그원평대을 동해 해당 업체에게
자 또느 서비스유언 솜자게작성된글 니다
",17,368,2,1,745.0,12,text_ad,2021. 4. 3. 0:29
3,(우행지) 보석십자수 - 아이러브페인팅,우행지,https://blog.naver.com/kyklove6?Redirect=Log&logNo=222418083305,"​​안녕하세요 블로거 우행지입니다요즘 많은 사람들이 푹 빠져있는 #보석십자수처음엔 시어머님께서 #보석비즈십자수 를너무!! 열심히 하셔서 재미있나? 하는 호기심에시작했는데요 재밌습니다ㅋㅋㅋㅋ완성하고나서 성취감 뿌듯함 장난아니구요초집중 잡생각 안나서 더 좋아요​​​​​​​저는 #아이러브페인팅 에서 주문 했는데요주기적으로 신제품이 출시되어 종류가 많아요고르는데 엄청 고민했네요ㅠㅜㅋ​​​​​​​​일단, 러블리꽃다발 선택사이즈는 30*30 입니다​​​​​​​​#취미 로 보석십자수는 처음이라사용방법 완전 정독하기ㅋㅋㅋㅋ근데 뭐 너무 쉽더라고요ㅋ​도안표보고 붙이기만하면 되는거라저같은 초보자들도 금방 따라할 수 있고이거.. 아이들도 충분히 하겠는데요?ㅋㅋㅋ​​​​​​​​흠 갬성 느낌디자인 수작업을 거친 제품이라색 조화가 예쁘고 퀄리티가 역쉬 좋으네요​​​​​​​​​재료를 다 꺼내보았는데뭐가 이렇게 많아.. 1차 당황했구요알고보니 비즈, 펜, 고체풀 등 필요한 재료와 도구가모두 들어있는 세트라서 그런거였어요​​​​​​​​​이 표를 보고 보석을 알맞게 붙여주는거에요^^​​​​​​​이제 완전 하이라이트!!#DIY키트 보석십자수 에펠탑을 공개합니다​​​​​​​​​핑쿠핑쿠한 상자에 담겨왔네요​​​​​​​​​제가 두번째로 주문한 에펠탑과 열기구는40*50으로 사이즈가 좀 큰 편이에요​​​​​​​​이렇게 큽니다ㅋㅋㅋ이 도안을 선택한 이유는 예뻐서구요또 이왕 하는거 저와의 추억이 있는게 좋잖아요파리에 다녀왔던 기억이 너무 좋았어서 선택했답니다심지어 에펠탑 뒤로 무지개도 있어요무지개 넘 좋아요​​​​​​​​아! 그리구 캔버스로 되어있어서따로 액자를 구입하지 않아도 된다는게 큰 장점!액자 은근 비싸거든요! 심지어 이 정도 크기면! 후덜덜​어머님께서는 보석십자수 사는것보다액자사는데 돈을 더 쓰셔가지구ㅋㅋㅋㅋ캔버스 보시더니 너무 좋다고 하셨습니다ㅋㅋ​​​​​​​​역시나 필요한 모든 재료, 도구들이 다 들어있네요​​​​​​​​주의사항 다시 읽어주고요스타뜨!!​​​​​​​​먼저 저는 1번을 해볼거에요보석이 들어있는 지퍼백에 숫자가 쓰여있어요​​​​​​​​트레이에 조금 덜어놓고^^​나중에는 중간에 보석 모자라면 귀찮으니까걍 다 쏟고 시작하게 되더라고요ㅋㅋㅋ​​​​​​​​그 다음 고체풀에 구멍이 나도록 뚫어줍니다​​​​​​​​펜에 구슬을 붙이고 캔버스에 붙여주면 끝!​이때 비닐은 1/4로 자르고 하는게 수월할 것 같아요그냥 했더니 캔버스 가운데 보석 붙일때는팔이랑 캔버스랑 들러붙고 난리…이렇게 하다보면 접착력이 떨어지기때문에나중에 후회합니다ㅜㅠ​​​​​​​ㅋㅋㅋㅋㅋ 영상보는데 초짜인거 티남왜케 바들바들 어색어색ㅋㅋㅋㅋ​아 그런데 보면 볼수록 예쁜 도안!완성하고 안방에 인테리어 소품으로활용해도 좋을 것 같아요​​​​​​​1번 다 붙였어요!!그 후로 보석십자수 매력에 빠져서 저와 신랑은꽤 오랜시간 함께 보석을 붙였답니다ㅋㅋㅋ심지어 저보다 신랑이 더 잘해요..어머님께서 집안 내력이라고ㅋㅋㅋㅋㅋㅋㅋ​비즈도 넉넉하게 있어서다 했는데도 많이 남더라구요어디 안붙인줄알고 식겁​​​​​​현재 진행형거의 완성해가고 있습니다!ㅋㅋㅋㅋ빛 반사율이 높은 비즈라서 나중에 다 하면반짝 반짝 정말 예쁠 것 같아요ㅋㅋㅋㅋ​​​​",25,258,5,1,2052.8,15,revu,2021. 7. 2. 22:16
