,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[34.16070296222484, -17.293233082706767]","[345.850999999999, -190.18249999999983]","[1282, 55]","[69, 0]","[30, 0]","[27, 0]","[19, 0]",2.326567010309278,0.6852771793368926,24.585649660441607,29.162384522656033
