,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[34.70157293686705, -23.076923076923077]","[109.09820000000008, -38.54280000000001]","[1135, 61]","[58, 1]","[5, 0]","[16, 0]","[14, 0]",2.2710515463917527,0.47259355417320525,30.06798886957399,29.6502400856421
