,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[34.78260869565217, -17.391304347826086]","[908.618400000001, -858.603800000001]","[1019, 51]","[95, 0]","[5, 0]","[7, 0]","[12, 0]",2.4496033653846156,1.134420477002474,32.273877348496754,46.504062519796776
