,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[48.80952380952381, -16.666666666666664]","[127.12769999999992, -96.78179999999989]","[1111, 51]","[44, 0]","[5, 0]","[7, 0]","[29, 0]",3.3899718309859157,2.366208888971715,46.63805732252517,79.49830053754104
