,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[37.282229965156795, -21.428571428571427]","[69.92099999999982, -42.20699999999989]","[848, 51]","[60, 1]","[4, 0]","[8, 0]","[19, 0]",2.2115353535353535,0.6521319088404626,22.641654239833255,22.10043962344718
