,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[39.62140992167102, -14.621409921671018]","[70.85269999999974, -14.453999999999946]","[2099, 51]","[59, 1]","[9, 0]","[14, 0]","[19, 0]",3.2219883040935673,10.090867008454692,18.820210394537593,23.54259190450086
