,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[54.81366459627329, -11.956521739130435]","[303.20870000000014, -227.36560000000006]","[1193, 51]","[52, 1]","[4, 0]","[10, 0]","[15, 0]",3.0180112044817924,2.5176037849116826,21.01976292011452,21.115882381877828
