,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[44.42886083839801, -20.77294685990338]","[296.89340000000016, -202.6818000000001]","[800, 51]","[43, 0]","[6, 0]","[6, 0]","[22, 0]",2.450216666666667,1.1511900160510236,21.631072301868745,16.407757337765723
