,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[26.76033357505439, -11.785714285714285]","[198.0023, -140.70829999999998]","[2000, 54]","[86, 0]","[6, 0]","[12, 0]","[15, 0]",2.481457586618877,0.5845451026177659,22.18923129790181,12.89413083126937
