,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[39.92819349962207, -16.780045351473923]","[255.77849999999984, -182.2407]","[1361, 56]","[74, 0]","[8, 0]","[19, 0]","[14, 0]",2.4225425950196593,0.9574696798840833,35.91328109576421,51.752775485789556
