,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[38.72757424996231, -15.091210613598674]","[149.31439999999998, -55.72050000000001]","[1266, 60]","[95, 0]","[11, 0]","[38, 0]","[16, 0]",2.553528037383177,1.584498632829389,31.19880113013404,37.440040844909106
