,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[41.582914572864325, -16.582914572864322]","[100.70699999999995, -72.85619999999997]","[1074, 52]","[63, 0]","[10, 0]","[11, 0]","[22, 0]",2.762533632286995,4.027062860788655,16.519633288927206,14.463790320681248
