,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[36.81318681318682, -22.52747252747253]","[152.28289999999998, -59.145200000000045]","[1069, 54]","[59, 1]","[8, 0]","[18, 0]","[23, 0]",2.7069391304347827,1.5919982591587407,19.41777053615976,13.96937966636518
