,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[32.36287758346582, -10.304054054054054]","[104.1928999999997, -40.33069999999978]","[1162, 56]","[60, 0]","[6, 0]","[8, 0]","[14, 0]",2.0965589155370177,0.3850144485206066,26.044357589920306,30.080875373219186
