,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[39.189189189189186, -22.52252252252252]","[176.28709999999995, -100.73089999999996]","[914, 51]","[91, 0]","[7, 0]","[9, 0]","[13, 0]",3.6776056338028167,6.245421601511425,23.632500611085533,28.455769694904223
