,keyword,tfidf,paragraph,image,video,gif,sticker,grammer mean,grammer std,imgwrd mean,imgwrd std
0,"[36.38896439249796, -19.081272084805654]","[101.94060000000022, -27.987200000000016]","[1150, 51]","[103, 0]","[4, 0]","[9, 0]","[21, 0]",2.597938144329897,1.7932676887563792,22.75105759620638,32.98690579453902
